clusterName,clusterSize,f_score,PPV,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
Microglia,4591,0.9483870967741935,0.9534779691344218,0.9285558701807884,119558,208,328,4263,1,['Selplg'],"['Rgs1', 'Ccr5', 'Selplg', 'Bin2', 'Abi3', 'Siglech', 'Tmem119', 'Gpr34', 'P2ry12', 'Olfml3', 'Crybb1', 'Itgam', 'Trem2', 'P2ry13', 'Lpcat2', 'Cx3cr1', 'Gngt2', 'Ly86', 'Ctss', 'Hexb', 'Vsir', 'Irf8', 'Cd53', 'Laptm5', 'Pld4', 'Csf1r', 'Spi1', 'Unc93b1', 'Fcgr1', 'Cyth4', 'Fcrls', 'C1qa', 'C1qb', 'Fcgr3', 'Fcer1g', 'Aif1', 'Tyrobp', 'C1qc', 'Alox5ap', 'Rnase4', 'Ccl24', 'Lyz2', 'Ltc4s', 'Ifngr1', 'Ctsz', 'Lgmn', 'Sparc', 'Mrc1', 'Rgs10', 'Ctsd']",0.90561175
Neuroblasts,5528,0.77737043826029,0.807967092444252,0.6751085383502171,117942,887,1796,3732,1,['Igfbpl1'],"['Ms4a15', 'Igfbpl1', 'Eomes', 'Draxin', 'Dlx2', 'Ly6g6e', 'Cdca7', 'Prokr2', 'Dlx1', 'Mex3a', 'Rrm2', 'Mfap2', 'Islr2', 'Cd1d1', 'Sp9', 'Tiam2', 'Mycn', 'Dlx5', 'Rcor2', 'Sox11', 'Cd24a', 'Neurod1', 'Hmgn2', 'Cdhr1', 'Dcx', 'Tubb2b', 'Vash2', 'Ezh2', 'Neurod2', 'Sox4', 'Lmnb1', 'Cks1b', 'Bhlhe22', 'Rerg', 'Sstr2', 'Sln', 'Pax6', 'Hmgb2', 'Ccnd2', 'Mycl', 'Hmgb3', 'Frat2', 'Prox1', 'Nfib', 'Ypel1', 'Cdk4', 'Abracl', 'Ddah2', 'Nfix', 'Synpr']",0.8086209
Olfactory ensheathing cells,1998,0.6724908573750508,0.905608755129959,0.33133133133133136,122290,69,1336,662,1,['Clca3a1'],"['Foxd3', 'Psmb11', 'Alx3', 'Clca3a1', 'Prss56', 'Wnt6', 'Mybpc1', 'Fbln2', 'Frzb', 'Fmo1', 'Spidr', 'Col5a2', 'Npy', 'Cyp39a1', 'Ccdc80', 'Hmgcs2', 'Slc43a3', 'Shisa2', 'Fndc1', 'Mgst1', 'Apod', 'Vtn', 'Nme7', 'Fabp7', 'Hes5', 'Nrarp', 'Kctd12', 'Matn4', 'Cmtm5', 'Tspan15', 'Igf1', 'Scd1', 'B3gat2', 'Lurap1l', 'Sash1', 'Mmd2', 'Ptgds', 'Rgcc', 'Mxi1', 'Igfbp5', 'Mest', 'Ifi27', 'Atp1a2', 'Cnn3', 'Ptn', 'Cd59a', 'Aldoc', 'Apoe', 'Glul', 'Lmo4']",0.9129213
Oligodendrocyte precursor cells,730,0.6650893796004206,0.863481228668942,0.34657534246575344,123587,40,477,253,2,"['Neu4', 'Pdgfra']","['Pnlip', 'Sapcd2', 'Tmem255b', 'Neu4', 'A930009A15Rik', 'Pdgfra', 'Snx22', 'Fam89a', 'Emid1', 'C1ql1', 'Top2a', 'Ube2c', 'Cspg4', 'Gpr17', 'Vcan', 'Olig2', 'Tmem100', 'Rlbp1', 'Traf4', 'Lims2', 'Olig1', 'Matn4', 'Scrg1', 'Lhfpl3', 'Cdo1', 'Pllp', 'Arhgap31', 'Cacng4', 'Plpp4', 'Ccnd1', 'Sox10', 'Kcnip3', 'Pcdh15', 'Fabp7', 'Bcan', 'Mmp15', 'Ptprz1', 'Rgcc', 'Nxph1', 'Sulf2', 'Ramp1', 'Ppp1r14b', 'Tmem121', 'Rprm', 'Cspg5', 'Ugdh', 'Epn2', 'Ostf1', 'Phlda1', 'Cd9']",0.8173171
Oligodendrocytes,21940,0.887810215579457,0.9538519259629815,0.6952597994530538,101679,738,6686,15254,1,['Opalin'],"['Tmem125', 'Gjc2', 'Enpp6', 'Opalin', 'Adamts4', 'Nkx6-2', 'Myrf', 'Gjb1', 'Ermn', 'Fa2h', 'Plekhh1', 'Tmem88b', 'Mog', 'Ppp1r14a', 'Mag', 'Gpr37', 'Ugt8a', 'Gjc3', 'Pdlim2', 'Gal3st1', 'Mal', 'Cldn11', 'Grb14', 'Tspan2', 'Pllp', 'Elovl7', 'Lpar1', 'Ndrg1', 'Olig1', 'Sox10', 'Gsn', 'Phldb1', 'Cpox', 'Trf', 'Cnp', 'Cryab', 'Slc44a1', 'Gltp', 'Mobp', 'Tmeff2', 'Enpp2', 'Pacs2', 'Josd2', 'Slc12a2', 'Plekhb1', 'Qdpr', 'Sirt2', 'Plp1', 'Tubb4a', 'Mbp']",0.75993764
Peptidergic neurons,148,0.6818181818181818,0.7578947368421053,0.4864864864864865,124186,23,76,72,2,"['Avp', 'Otp']","['Avp', 'Oxt', 'Sim1', 'Otp', 'H2-DMb2', 'Nnmt', 'Rufy4', 'Fkbp11', 'Ptger4', 'Pdyn', 'Angpt1', 'Nog', 'Pcsk1', 'Caprin2', 'Ebf3', 'Dapl1', 'Gal', 'C1ql2', 'Uncx', 'Th', 'Dnah1', 'Fam183b', 'Pou3f2', 'Zbtb7c', 'Kcnmb4', 'Fosl2', 'Uaca', 'Kcnh1', 'Plpp4', 'Plxnc1', 'Fosb', 'Mta3', 'Fign', 'Spint2', 'Pkib', 'Calb1', 'Resp18', 'Slit1', 'Dlk1', 'Hebp2', 'Scn9a', 'Rsph1', 'Ptbp3', 'Sncg', 'Celf6', 'Stmn1', 'Chil1', 'Zfp804a', 'Foxp2', 'Mest']",0.72679013
Rhombencephalon GABAergic neurons,1118,0.46387832699619774,0.6455026455026455,0.2182468694096601,123105,134,874,244,1,['Slc6a5'],"['Skor1', 'Il22', 'Pax2', 'Slc6a5', 'Tfap2b', 'Hoxa5', 'Cnpy1', 'Pvalb', 'Hoxb5', 'Pcp2', 'Bhlhe22', 'Epha8', 'Trim67', 'Kit', 'Hoxc4', 'Sla', 'Hoxb3', 'Syt2', 'Mab21l2', 'Hcn1', 'Ntn1', 'Homer3', 'Esrrg', 'Neurod2', 'Slc30a3', 'Neurod1', 'Clmp', 'Dusp10', 'Cabp1', 'Lamp5', 'Sbk1', 'Eml5', 'Grid2', 'Tmem151b', 'Mia', 'Gpr22', 'Slc32a1', 'Prkcd', 'Whrn', 'Cnr1', 'Kirrel3', 'Gad1', 'Nxph4', 'Cacna2d3', 'Kcna2', 'Adam11', 'Kcna1', 'Steap2', 'Grm1', 'Cacng2']",0.73616135
Rhombencephalon cholinergic neurons,262,0.6625258799171843,0.7272727272727273,0.48854961832061067,124047,48,134,128,2,"['Fev', 'Tph2']","['Tbx20', 'Phox2b', 'Uts2b', 'Fev', 'Tph2', 'Slc6a4', 'Pgr15l', 'Cryba2', 'Slc22a3', 'Slc18a2', 'Prph', 'Nkx6-1', 'Ddc', 'Lmx1b', 'Gabre', 'Gchfr', 'Gch1', 'Gata2', 'Adcyap1', 'Irs4', 'Arhgap36', 'AW551984', 'Slc18a3', 'Slc5a7', 'Slc10a4', 'Maob', 'Htr1a', 'Gabrq', 'Nxph4', 'Dlk1', 'Peg10', 'Acsl4', 'Dgkk', 'Scn9a', 'Tmem255a', 'Ret', 'Tns1', 'Fgf13', 'Sncg', 'Clcn5', 'Grb10', 'Celf6', 'Vat1', 'S100a10', 'Idh1', 'Elavl2', 'Scg2', 'Gpx3', 'Hmgcr', 'Reep1']",0.74112993
Rhombencephalon glutamatergic neurons,7314,0.5571349327416447,0.9043331457512662,0.21971561389116762,116873,170,5707,1607,1,['Cbln3'],"['Gabra6', 'Cbln3', 'Crtam', 'Fat2', 'Bcl2l15', 'Cpa6', 'Neurod1', 'Mybpc3', 'Barhl2', 'Tbata', 'Pcp2', 'Exph5', 'Cbln1', 'Cnpy1', 'Shisa8', 'Adamts18', 'Hoxb5', 'Hoxa5', 'Dusp5', 'Kcnh3', 'Car4', 'Kank3', 'Pax6', 'Kcnj4', 'Slc17a7', 'Neurod2', 'Tuba8', 'Igfbp6', 'Hoxc4', 'Grm4', 'Gabrd', 'Lhx1', 'Dlx1', 'Dlx2', 'Ipcef1', 'Lgr5', 'Dlx5', 'Abi3bp', 'Rprml', 'Ano3', 'Sp9', 'Col6a1', 'Mab21l1', 'Inpp5j', 'Icam5', 'Penk', 'Gpsm1', 'Trhde', 'Ddn', 'Lamp5']",0.7267802
Telencephalon GABAergic neurons,16563,0.5471860989668904,0.8124870787678313,0.23727585582322044,106887,907,12633,3930,1,['Gpr88'],"['Htr3a', 'Col19a1', 'Cort', 'Vip', 'Adora2a', 'Gpr88', 'Rpl29', 'Drd1', 'Npas1', 'Scn4b', 'Tac2', 'Nppa', 'Prok2', 'Rgs9', 'Npy', 'Ppp1r1b', 'Dlx5', 'Sst', 'Lhx6', 'Penk', 'Dlx1', 'Dlx2', 'Gng7', 'Pnoc', 'Dlx6', 'Rbp4', 'Lamp5', 'Cox6a2', 'Kcnmb2', 'Kcnip2', 'Gpr83', 'Yjefn3', 'Rprml', 'Rpp25', 'Sp9', 'Syndig1l', 'Bcl11b', 'Syt6', 'Arx', 'Slc32a1', 'Adarb2', 'Synpr', 'Hpca', 'Gad1', 'Arpp21', 'Pde10a', 'Cacna2d3', 'Erbb4', 'Gad2', 'Cck']",0.47346368
Telencephalon glutamatergic neurons,23128,0.8562678301728478,0.8499562736850872,0.8824801106883431,97626,3603,2718,20410,1,['Slc17a7'],"['Neurod6', 'Tbr1', 'Slc17a7', 'Itpka', 'Chrm1', 'Rasl10a', 'Igfbp6', 'Rprml', 'Crym', 'Ddn', 'Neurod2', 'Icam5', 'Nrgn', 'Ephx4', 'Cnksr2', 'Slc30a3', 'Ptk2b', 'Cck', 'Nptx1', 'Slc8a2', 'Sv2b', 'Kalrn', 'Gda', 'Prkcg', 'Grin2a', 'Mical2', 'Camk2a', 'Hpca', 'Ak5', 'Nrn1', 'C1ql3', 'Rasgrp1', 'Stx1a', 'Arpp21', 'Fam81a', 'Mef2c', 'Gng13', 'Lingo1', 'Gpr22', 'Fam131a', 'Zbtb18', 'Enc1', 'Sprn', 'Camkv', 'Dkk3', 'Baiap2', 'Adcy1', 'Pde1a', 'Chn1', 'Phyhip']",0.58022183
Vascular cells,8978,0.847841797516589,0.9619828550130451,0.5749610158164402,115175,204,3816,5162,1,['Higd1b'],"['Higd1b', 'Col3a1', 'Foxq1', 'Ly6a', 'Adgrl4', 'Ctla2a', 'Ndufa4l2', 'Ly6c1', 'Pglyrp1', 'Mgp', 'Flt1', 'Esam', 'Abcb1a', 'Slc22a8', 'Pecam1', 'Fn1', 'Ifitm1', 'Rgs5', 'Hmcn1', 'Ptprb', 'Dcn', 'Slc6a13', 'Cldn5', 'Cnn2', 'Wfdc1', 'Ets1', 'Eng', 'Kdr', 'Car4', 'Cxcl12', 'Myl9', 'Slco1a4', 'Col4a1', 'Itm2a', 'Eva1b', 'Hspb1', 'Igfbp7', 'Col1a2', 'Adgrf5', 'Col4a2', 'Klf2', 'Vtn', 'Tm4sf1', 'Gng11', 'Serpinh1', 'S100a11', 'Egfl7', 'Ifitm3', 'Myl12a', 'Sparc']",0.9435888
