p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.03403412321293e-21	5.37841316553584	0.214	0.006	1.94263990728013e-17	Ast_482	Hhatl
1.46467886474394e-21	4.76360976326846	0.857	0.106	2.75169218319445e-17	Ast_482	Fxyd1
3.92109176548987e-21	4.68180898349561	0.429	0.025	7.36655509982582e-17	Ast_482	Aldh1a1
1.01328385800994e-20	5.56883884845404	0.214	0.006	1.90365638404328e-16	Ast_482	Acat3
4.52037462803742e-20	3.81470367607534	0.5	0.035	8.4924278136939e-16	Ast_482	Emp2
4.76764798969586e-20	3.7169153948216	0.571	0.047	8.95698027824161e-16	Ast_482	Itpkb
1.10069908583451e-19	6.00552539086393	0.143	0.003	2.06788337255729e-15	Ast_482	Chdh
1.13246748163963e-19	5.71067958498382	0.143	0.003	2.12756665775636e-15	Ast_482	Mamdc2
4.95241055613211e-18	3.13921593267687	0.786	0.101	9.30409371180539e-14	Ast_482	Ncan
8.82862118716282e-18	3.26836033269564	1	0.183	1.65863306243228e-13	Ast_482	Clu
1.95037561118376e-17	3.31953092443117	1	0.184	3.66417066073092e-13	Ast_482	Prdx6
2.37487121867437e-17	3.77415651645737	0.429	0.03	4.46167055852354e-13	Ast_482	Pcx
3.005606863718e-17	2.99843926142473	0.786	0.101	5.64663361486701e-13	Ast_482	2310022B05Rik
4.63317898075758e-17	1.58107650354671	0.929	0.145	8.70435335114926e-13	Ast_482	Fabp7
6.3605020220103e-17	8.16604366768829	0.071	0.001	1.19494751487508e-12	Ast_482	Pola1
6.3605020220103e-17	7.62323357359398	0.071	0.001	1.19494751487508e-12	Ast_482	Il17rb
6.3605020220103e-17	7.52566580844741	0.071	0.001	1.19494751487508e-12	Ast_482	Cutal
6.55895135016062e-17	2.73852938481483	0.571	0.053	1.23223019015468e-12	Ast_482	Id4
6.67233126844969e-17	6.88695703377368	0.071	0.001	1.25353087540364e-12	Ast_482	Efcab9
6.67233126844969e-17	3.64864823060187	0.071	0.001	1.25353087540364e-12	Ast_482	Cxcl10
1.57508979929042e-16	5.36622473829669	0.143	0.003	2.95912120592691e-12	Ast_482	P4ha3
2.30970172311941e-16	4.50417630598907	0.571	0.059	4.33923662722444e-12	Ast_482	Scd1
4.05361990043998e-16	2.93299481775832	0.714	0.087	7.61553570695659e-12	Ast_482	Pygb
4.62546156452157e-16	2.91985071315417	1	0.188	8.68985464126667e-12	Ast_482	Mt2
6.33716005596437e-16	2.59270075924556	0.714	0.087	1.19056225971403e-11	Ast_482	Adcyap1r1
1.15430812960396e-15	4.61266561553628	0.571	0.062	2.16859868308695e-11	Ast_482	S100a6
1.62977654424185e-15	3.88235111226664	0.286	0.015	3.06186119366716e-11	Ast_482	Tspan12
2.51171893616487e-15	2.52282652687403	0.5	0.045	4.71876636537294e-11	Ast_482	Mgst1
2.780386029994e-15	2.63168161182534	0.714	0.091	5.22351123454973e-11	Ast_482	Acsl6
4.03959529174883e-15	4.25437796097613	0.214	0.009	7.58918767460852e-11	Ast_482	Lrrc55
4.68770731388028e-15	4.4233703774764	0.286	0.016	8.80679573058687e-11	Ast_482	Arhgef10l
1.27845441974137e-14	2.27612292471301	0.857	0.135	2.4018323183681e-10	Ast_482	Ntsr2
1.68512923015935e-14	2.42095635030282	1	0.196	3.16585228470036e-10	Ast_482	Mmd2
1.80777582021874e-14	4.01719396135638	0.5	0.05	3.39626843344494e-10	Ast_482	Ablim2
2.91844346484276e-14	5.35285987219206	0.143	0.004	5.48287973740009e-10	Ast_482	Cfap100
2.94628893770822e-14	3.39770828857071	0.429	0.036	5.53519302727243e-10	Ast_482	Lgi4
3.52177074344751e-14	2.62025160342663	0.857	0.154	6.61635069571483e-10	Ast_482	Id3
3.68137918310204e-14	3.74337909432568	0.286	0.016	6.91620707129381e-10	Ast_482	Elmod3
3.93972509599285e-14	3.28601488941295	0.571	0.066	7.40156153784176e-10	Ast_482	Ednrb
5.18992262641494e-14	2.69116369439725	0.929	0.191	9.75030763824575e-10	Ast_482	Ndrg2
8.73774502816114e-14	2.63356031200368	0.643	0.082	1.64156015844063e-09	Ast_482	Tst
2.8286935631202e-13	4.28764443271464	0.143	0.004	5.31426659703392e-09	Ast_482	Als2cl
2.88242763227343e-13	4.33416942640174	0.143	0.004	5.41521679275208e-09	Ast_482	Ifit2
3.11827150095102e-13	2.77687746625098	0.643	0.089	5.85829666883668e-09	Ast_482	Tmem47
3.6805560435311e-13	3.04827810733313	0.714	0.113	6.91466063898187e-09	Ast_482	Agpat3
5.6805533532383e-13	7.1904776280322	0.071	0.001	1.06720555847288e-08	Ast_482	Ddx60
5.6805533532383e-13	6.83325869362522	0.071	0.001	1.06720555847288e-08	Ast_482	Tbx6
5.6805533532383e-13	6.72235030484067	0.071	0.001	1.06720555847288e-08	Ast_482	H2-Q7
5.88827434219448e-13	6.48406320540273	0.071	0.001	1.10623010066808e-08	Ast_482	Cd109
6.10344745724615e-13	6.01463877108585	0.071	0.001	1.14665467379283e-08	Ast_482	Zfp879
6.2989326425796e-13	2.81622188476208	0.357	0.028	1.18338047556143e-08	Ast_482	Mia
6.32633471117242e-13	6.05715906888081	0.071	0.001	1.18852850218796e-08	Ast_482	Gpr137c
6.32633471117242e-13	5.42458565688426	0.071	0.001	1.18852850218796e-08	Ast_482	Lrrc14b
6.32633471117242e-13	5.32612499681992	0.071	0.001	1.18852850218796e-08	Ast_482	Tcea3
1.28907895158986e-12	4.0923864644712	0.571	0.079	2.42179262635186e-08	Ast_482	Igfbp5
1.34925274213062e-12	2.97404842105138	1	0.312	2.5348411266408e-08	Ast_482	Sparcl1
2.67101558964204e-12	4.63860968320827	0.214	0.011	5.01803698826049e-08	Ast_482	Crlf1
6.86549929899715e-12	5.17935134454642	0.143	0.005	1.2898213533026e-07	Ast_482	Pla2g3
7.0691423754373e-12	3.18798640835988	0.5	0.06	1.32807977807341e-07	Ast_482	Cyb5b
8.54525226076179e-12	3.18643927909871	0.857	0.173	1.60539654222932e-07	Ast_482	Nnat
9.26385277080124e-12	3.56256578082968	1	0.367	1.74040002005043e-07	Ast_482	Dbi
1.18012550525677e-11	4.19318269996878	0.214	0.012	2.21710178672589e-07	Ast_482	Gcat
1.5739584330039e-11	3.38813125086234	0.357	0.032	2.95699570808443e-07	Ast_482	Ctdsp1
1.67135513067887e-11	2.34038246163532	0.571	0.079	3.13997488400639e-07	Ast_482	Gadd45g
1.97949202204034e-11	3.35734434841277	0.286	0.021	3.71887166180718e-07	Ast_482	Nxn
2.28827405159356e-11	3.63171393970636	1	0.406	4.29898046072883e-07	Ast_482	Cpe
2.82274733686703e-11	4.91677951547977	0.143	0.005	5.30309542177209e-07	Ast_482	Rarres1
8.87049018015399e-11	1.6548058290885	0.929	0.21	1.66649899014553e-06	Ast_482	Aldoc
9.15823756950147e-11	1.52950879814621	0.786	0.139	1.72055809218224e-06	Ast_482	Gja1
9.64904160907655e-11	5.34174423031769	0.143	0.006	1.81276544709721e-06	Ast_482	Adamts9
9.64904404226979e-11	4.61372628492668	0.143	0.006	1.81276590422123e-06	Ast_482	Dapp1
9.85084093393669e-11	3.90827884290688	0.214	0.013	1.85067748625869e-06	Ast_482	Lrrc51
1.36635544661238e-10	7.4434246942883	0.071	0.001	2.56697197755068e-06	Ast_482	Sgca
1.36635544661238e-10	6.48643459562735	0.071	0.001	2.56697197755068e-06	Ast_482	Prdx6b
1.48932723888447e-10	5.58553100824368	0.071	0.001	2.79799908369224e-06	Ast_482	Hbb-bt
1.53267235472755e-10	5.84980090532466	0.071	0.001	2.87943155282664e-06	Ast_482	Tsks
1.53267235472755e-10	5.66344204104657	0.071	0.001	2.87943155282664e-06	Ast_482	Cd59b
1.53267235472755e-10	5.08784838679046	0.071	0.001	2.87943155282664e-06	Ast_482	Pdlim3
1.65306653725929e-10	3.98984090070717	0.214	0.013	3.10561610354902e-06	Ast_482	Pth1r
1.87230763089898e-10	3.35333989886176	0.571	0.094	3.51750434616992e-06	Ast_482	Fads1
2.47619444390937e-10	2.12546245623009	0.714	0.134	4.65202650177253e-06	Ast_482	Slc4a4
2.94456953676466e-10	3.57852291754616	0.286	0.023	5.53196278871977e-06	Ast_482	Zhx3
3.09068067860624e-10	4.97233811372108	0.143	0.006	5.80646179089754e-06	Ast_482	Tmie
3.6594574823396e-10	2.70758203267086	0.429	0.051	6.87502277207141e-06	Ast_482	Paqr4
4.8909948730385e-10	3.61833960921164	0.286	0.024	9.18871206797743e-06	Ast_482	Tom1l1
6.49221132533511e-10	3.99001852705051	0.286	0.025	1.21969174169071e-05	Ast_482	Tmco3
7.15417228888584e-10	2.69404541794769	1	0.391	1.34405434791298e-05	Ast_482	Mt1
8.20261121986741e-10	3.56529535773439	0.214	0.014	1.54102456987649e-05	Ast_482	Islr
8.49677181413591e-10	3.85097589965406	0.286	0.025	1.59628852072171e-05	Ast_482	B4galt2
8.51160494761794e-10	3.75610990390231	0.214	0.014	1.59907522150898e-05	Ast_482	Smoc1
8.77637584256702e-10	3.10393841447393	0.429	0.055	1.64881772954307e-05	Ast_482	Plat
1.07053813323696e-09	4.33157773894482	0.143	0.006	2.01121999091228e-05	Ast_482	Pcolce2
1.16999152982753e-09	3.94440474516141	0.214	0.014	2.19806308708698e-05	Ast_482	Antxr1
1.20872371170604e-09	1.32318088206888	1	0.297	2.27082923718214e-05	Ast_482	Apoe
1.25426854961442e-09	0.895488083877783	1	0.236	2.3563943241606e-05	Ast_482	Atp1a2
1.56407967107991e-09	3.16672451799729	0.429	0.057	2.93843647805783e-05	Ast_482	Appl2
1.68698621542506e-09	2.91414457865509	0.5	0.074	3.16934100291905e-05	Ast_482	Sox9
1.95550992836688e-09	2.09280940937463	0.929	0.261	3.67381650242286e-05	Ast_482	Ttyh1
2.14473633407922e-09	3.89708474834133	0.214	0.015	4.02931615083463e-05	Ast_482	Serpina3n
2.31573387148558e-09	5.09035502577583	0.143	0.007	4.35056922435996e-05	Ast_482	C1galt1
2.34564421804591e-09	5.02175362725193	0.143	0.007	4.40676179244285e-05	Ast_482	Acsf2
2.66620885364837e-09	4.34120541464953	0.143	0.007	5.00900657334919e-05	Ast_482	Ptcd1
2.84210803325202e-09	3.92717784241914	0.143	0.007	5.33946836207056e-05	Ast_482	Zfp335
3.06813907838782e-09	2.8549117567964	0.143	0.007	5.76411288656719e-05	Ast_482	Fmod
3.34803293826171e-09	2.0782316047242	0.857	0.227	6.28994948111227e-05	Ast_482	Cd63
4.06449439842431e-09	2.73395799644346	0.429	0.058	7.63596562631975e-05	Ast_482	Ckap5
5.37061112946488e-09	6.57425018912958	0.071	0.002	0.000100897671289257	Ast_482	Wif1
5.50086651353308e-09	5.99739343668899	0.071	0.002	0.000103344779189746	Ast_482	Kank4
5.63419329555625e-09	5.68387342962641	0.071	0.002	0.000105849589443615	Ast_482	AI429214
5.63419329555625e-09	5.64241222139768	0.071	0.002	0.000105849589443615	Ast_482	Tchh
5.77066171856453e-09	5.70658793453509	0.071	0.002	0.000108413421706672	Ast_482	Cox8b
5.77066171856453e-09	5.58250938385626	0.071	0.002	0.000108413421706672	Ast_482	Ip6k3
5.77066171856453e-09	5.53153001303498	0.071	0.002	0.000108413421706672	Ast_482	Mall
5.91034357920608e-09	3.6125808594521	0.071	0.002	0.000111037624822545	Ast_482	Cmya5
6.05331226086216e-09	5.43618696139941	0.071	0.002	0.000113723577444817	Ast_482	Itgb3
7.50044063141138e-09	3.54862199059147	0.286	0.028	0.000140910778142326	Ast_482	Acot11
7.83208078006109e-09	2.54213310951472	0.357	0.042	0.000147141301615008	Ast_482	Dtx1
8.63539889424601e-09	2.34721525765101	1	0.501	0.0001622332390262	Ast_482	Psap
8.94016418628466e-09	1.66576443875719	0.857	0.215	0.00016795886456773	Ast_482	Sparc
1.20847777655211e-08	2.1860087720704	0.786	0.199	0.000227036719880846	Ast_482	Gnai2
1.4667080286441e-08	2.18479376055396	0.429	0.059	0.000275550437341368	Ast_482	Itih3
1.46671073750249e-08	4.38153254854038	0.143	0.007	0.000275550946254593	Ast_482	Fam219b
1.52990951475189e-08	2.89024517792613	0.357	0.043	0.000287424100536437	Ast_482	Stat3
1.57730949192808e-08	2.02904781609072	0.786	0.194	0.000296329134248528	Ast_482	Sirpa
1.6885807856926e-08	2.8467380530864	0.429	0.062	0.000317233672208069	Ast_482	Arhgef4
1.94921315750093e-08	2.4169720648464	1	0.542	0.0003661986758997	Ast_482	Ckb
2.29393185580861e-08	1.79431745235893	0.357	0.042	0.000430960977750764	Ast_482	Lcat
2.43914785723326e-08	2.39987347255733	0.643	0.14	0.000458242707938413	Ast_482	Gprc5b
3.79499067987866e-08	3.75514412298605	0.214	0.017	0.000712964899028804	Ast_482	Rimklb
4.17497766261275e-08	3.12066883982356	0.357	0.047	0.000784353053475056	Ast_482	Asphd2
4.33928161801348e-08	2.86765300215284	0.643	0.151	0.000815220837576193	Ast_482	Glud1
4.34055486769054e-08	1.58262727140401	0.714	0.157	0.000815460042993021	Ast_482	Bcan
4.42268265289224e-08	2.493130680537	0.5	0.086	0.000830889389998865	Ast_482	Cotl1
4.58471402174997e-08	1.86577184382288	0.857	0.265	0.000861330223266166	Ast_482	Ntrk2
4.86392398674515e-08	3.09806952914194	0.214	0.017	0.000913785399389811	Ast_482	Sap30l
5.18724719510655e-08	3.50902997296571	0.357	0.048	0.000974528130544668	Ast_482	Vim
5.2377173670619e-08	4.6443506107505	0.143	0.008	0.000984009961749919	Ast_482	Bag3
5.79629467559859e-08	2.10593408852258	0.429	0.063	0.00108894988070471	Ast_482	Id1
6.9923437159808e-08	0.230499621450386	0.929	0.263	0.00131365161392131	Ast_482	Slc1a2
7.47975475920007e-08	6.3411636620946	0.071	0.002	0.00140522152661092	Ast_482	Gramd1c
7.47975475920007e-08	6.00726593749953	0.071	0.002	0.00140522152661092	Ast_482	Pemt
7.63504197850673e-08	5.64749574679463	0.071	0.002	0.00143439533650206	Ast_482	Nhej1
7.79344946368405e-08	5.49648355449635	0.071	0.002	0.00146415535074232	Ast_482	Msx2
8.2880040057265e-08	5.0122419062624	0.071	0.002	0.00155706731255584	Ast_482	Endou
8.45950875864774e-08	4.87561382807737	0.071	0.002	0.00158928791048715	Ast_482	Flnc
9.18300415884985e-08	4.80565460943887	0.143	0.008	0.00172521099132312	Ast_482	Prkdc
1.02181742225685e-07	3.47880143554892	0.429	0.071	0.00191968839119395	Ast_482	Cd59a
1.0521632609904e-07	2.34943511232396	0.429	0.065	0.00197669911842267	Ast_482	Elmo2
1.15425867932408e-07	3.77876850529856	0.143	0.008	0.00216850578084616	Ast_482	Ccdc189
1.22926704091854e-07	2.42311214438976	0.929	0.455	0.00230942398977367	Ast_482	Mt3
1.23978110065346e-07	2.32208526835858	0.286	0.032	0.00232917675379766	Ast_482	Foxo1
1.2432435795948e-07	1.59190626231211	0.714	0.192	0.00233568171298475	Ast_482	Marcks
1.43205667794065e-07	2.21842825920012	0.429	0.066	0.00269040488084709	Ast_482	Dner
1.58517248220918e-07	3.02271291078549	0.286	0.032	0.00297806354232639	Ast_482	Tmem115
1.63359508203804e-07	3.71926780163128	0.214	0.019	0.00306903508062486	Ast_482	Csgalnact1
1.64394222580593e-07	4.5382664891853	0.143	0.009	0.00308847425962159	Ast_482	Pced1a
1.72863101429909e-07	4.73835603075785	0.143	0.009	0.0032475790865637	Ast_482	Sned1
1.94292954718873e-07	3.30407331753674	0.214	0.019	0.00365018174030347	Ast_482	Gpr153
2.01798979429367e-07	1.7995355974359	0.714	0.185	0.00379119742653951	Ast_482	Ramp1
2.06467277969019e-07	2.62895427871705	0.357	0.05	0.00387890075120396	Ast_482	Tpcn1
2.27443448656595e-07	3.24199768301294	0.214	0.019	0.00427298006991146	Ast_482	Rdm1
2.39155443222792e-07	1.13984327336168	0.786	0.21	0.0044930133118266	Ast_482	Serpine2
2.55801616566835e-07	2.42075283026149	0.429	0.071	0.00480574497044113	Ast_482	Abcd3
2.63741479232124e-07	3.38036561089679	0.286	0.034	0.00495491117033392	Ast_482	Gga1
3.25551356211876e-07	1.4773627763455	1	0.425	0.00611613332915252	Ast_482	Gpm6b
3.74592768703731e-07	1.08728844022999	0.786	0.221	0.007037474345637	Ast_482	Atp1b2
4.52418504141668e-07	4.73137019471535	0.143	0.009	0.00849958643730951	Ast_482	Astn2
4.76598890627989e-07	2.80061996946376	0.286	0.034	0.00895386335822803	Ast_482	Aldh1l1
4.95268203555714e-07	1.80258665116207	0.5	0.094	0.0093046037402012	Ast_482	Acsbg1
4.41536885968424e-99	6.31205360067836	0.579	0.01	8.29515347668878e-95	Ast_495	Riiad1
2.39820742673631e-79	7.49282320708082	0.211	0.001	4.5055122926095e-75	Ast_495	Ppp1r36
3.04413382629012e-72	7.3108757330173	0.263	0.002	5.71901421945124e-68	Ast_495	Thbs4
3.62119931451012e-47	9.07200277817434	0.105	0	6.80314715217017e-43	Ast_495	Apoc4
3.62119931451012e-47	8.76840854250558	0.105	0	6.80314715217017e-43	Ast_495	Zfp960
3.88505485503671e-47	8.14779018614132	0.105	0	7.29885255615747e-43	Ast_495	Fam47e
2.41792940953661e-45	4.95242269176393	0.263	0.005	4.54256398169644e-41	Ast_495	Cfap126
3.26862281913839e-45	7.50697205234311	0.158	0.001	6.14076169031529e-41	Ast_495	Vit
5.69048190749479e-36	9.18766419991747	0.053	0	1.06907083596105e-31	Ast_495	Eya4
5.69048190749479e-36	9.18766419991747	0.053	0	1.06907083596105e-31	Ast_495	Rhox2a
5.69048190749479e-36	9.18766419991747	0.053	0	1.06907083596105e-31	Ast_495	Sh2d4a
5.69048190749479e-36	9.1414837624731	0.053	0	1.06907083596105e-31	Ast_495	Pou1f1
5.69048190749479e-36	9.1414837624731	0.053	0	1.06907083596105e-31	Ast_495	Elf3
1.25776484567174e-35	8.146072287867	0.105	0.001	2.36296281556351e-31	Ast_495	Urah
5.36059640871242e-32	4.83417538629811	0.895	0.095	1.0070952473048e-27	Ast_495	Mlc1
7.16222003202917e-32	4.55462922159698	0.895	0.105	1.34556627741732e-27	Ast_495	Fxyd1
1.17882338442438e-28	7.20974900562902	0.105	0.001	2.21465549231807e-24	Ast_495	Veph1
1.80882270883189e-28	5.65863942786523	0.368	0.017	3.39823522308248e-24	Ast_495	Rnd3
2.50302542176631e-27	4.64784957203126	0.316	0.013	4.70243385987237e-23	Ast_495	Mxra8
1.45176776446459e-26	5.87024480665596	0.158	0.003	2.72743609909963e-22	Ast_495	Gm11992
1.52969546984345e-26	5.4881934612867	0.158	0.003	2.8738388791949e-22	Ast_495	Pifo
3.7408760017907e-26	3.55449950734784	0.789	0.091	7.0279837445642e-22	Ast_495	Fbxo2
1.3315670138537e-24	6.15015417406077	0.158	0.003	2.50161494892695e-20	Ast_495	Nqo1
2.9821104713437e-22	4.87729594169256	0.263	0.011	5.60249094251341e-18	Ast_495	Kcne1l
9.1285767440221e-22	4.55093683474384	0.421	0.031	1.71498571289943e-17	Ast_495	Fgfbp3
1.41139324999823e-21	4.65355460941826	0.263	0.012	2.65158449877168e-17	Ast_495	Shisa2
1.64489349617641e-21	4.46432514501202	0.211	0.007	3.09026141126662e-17	Ast_495	Fam183b
2.03445576013286e-21	4.61076957185891	0.316	0.017	3.82213203656161e-17	Ast_495	Cryz
1.04080392164756e-20	5.40294807278134	0.105	0.002	1.95535832759928e-16	Ast_495	Fam216b
1.76163255777775e-20	3.16900065277724	0.947	0.182	3.30957908629706e-16	Ast_495	Prdx6
4.69203889535029e-20	4.49017281789227	0.263	0.013	8.8149334726946e-16	Ast_495	Gm266
1.32030694268079e-19	4.01770210607169	0.632	0.078	2.48046065321441e-15	Ast_495	Gadd45g
1.34319135931222e-18	8.25046280221894	0.053	0	2.52345360673988e-14	Ast_495	Cenpi
1.34319135931222e-18	8.11602069636912	0.053	0	2.52345360673988e-14	Ast_495	Zfp97
1.34319135931222e-18	7.9294960524626	0.053	0	2.52345360673988e-14	Ast_495	Stx11
1.34319135931222e-18	7.87844592625904	0.053	0	2.52345360673988e-14	Ast_495	Qrfpr
1.34319135931222e-18	7.77431610658909	0.053	0	2.52345360673988e-14	Ast_495	Alas2
1.34319135931222e-18	7.76317954201512	0.053	0	2.52345360673988e-14	Ast_495	Styxl1
1.34319135931222e-18	7.74203960655371	0.053	0	2.52345360673988e-14	Ast_495	Ribc2
1.34319135931222e-18	7.71971453864521	0.053	0	2.52345360673988e-14	Ast_495	Tnnt3
1.41623695356118e-18	6.40029477008555	0.053	0	2.66068436465538e-14	Ast_495	Catsper3
6.69519757756172e-18	5.57109389968456	0.158	0.005	1.25782676889652e-13	Ast_495	Tekt5
6.7417712128991e-18	5.11557560019306	0.526	0.062	1.26657655776735e-13	Ast_495	S100a6
5.34122112529884e-17	5.40531916398805	0.158	0.005	1.00345521280989e-12	Ast_495	Ccdc39
9.03570798547311e-17	4.30524932819604	0.632	0.085	1.69753845923083e-12	Ast_495	Hes5
1.5334015049423e-16	4.49340843939	0.211	0.01	2.8808014073351e-12	Ast_495	Ubxn11
2.85420967758044e-16	5.19799638866371	0.105	0.002	5.36220372127037e-12	Ast_495	Nfatc4
3.89533024018486e-16	2.75183097764301	0.474	0.051	7.3181569222353e-12	Ast_495	Sfxn5
4.21166837323247e-16	4.90004012829108	0.158	0.006	7.91246137279185e-12	Ast_495	Nmb
6.44448767625234e-16	2.19436487777205	0.842	0.155	1.21072589973753e-11	Ast_495	Plpp3
9.88634314934391e-16	4.16805561310903	0.368	0.033	1.85734728746724e-11	Ast_495	Hspa2
1.1358121905216e-15	2.84316287533993	0.474	0.053	2.13385036233293e-11	Ast_495	Id4
1.33312203382472e-15	1.87727400323823	0.842	0.158	2.5045363649465e-11	Ast_495	Slc1a3
1.48407388875668e-15	3.43360779684377	1	0.366	2.78812961480717e-11	Ast_495	Dbi
2.28562866370238e-15	4.80748454896095	0.158	0.006	4.29401057049766e-11	Ast_495	Pipox
4.37834672582776e-15	3.87502499252758	0.526	0.073	8.22559999381261e-11	Ast_495	Ddah1
1.05086625786412e-14	5.54661929167545	0.105	0.003	1.97426243864932e-10	Ast_495	Zfp784
1.53132396789977e-14	4.24047960363045	0.316	0.027	2.8768983384933e-10	Ast_495	1190005I06Rik
1.56005755130075e-14	3.72310526420847	0.368	0.036	2.93088012162872e-10	Ast_495	Emp2
2.33009057830921e-14	3.54488732186513	0.263	0.018	4.37754116946951e-10	Ast_495	Adhfe1
4.25140883043032e-14	4.07609712354421	0.895	0.315	7.98712176972943e-10	Ast_495	6330403K07Rik
5.42356653238888e-14	2.23955407656082	0.842	0.182	1.0189254444399e-09	Ast_495	Clu
8.11967246398169e-14	3.26238831358546	0.421	0.048	1.52544286580824e-09	Ast_495	E130114P18Rik
1.2513880448958e-13	3.74316819906279	0.368	0.039	2.35098271994574e-09	Ast_495	Smpdl3a
1.79443712200943e-13	4.65654515862161	0.158	0.007	3.37120902111912e-09	Ast_495	Lmcd1
2.38198089141189e-13	3.00362560338146	0.842	0.219	4.47502750069551e-09	Ast_495	Cspg5
3.23860279061961e-13	1.97946021929314	0.842	0.19	6.08436306273707e-09	Ast_495	Ndrg2
5.28516262665217e-13	4.12686666559762	0.263	0.021	9.92923502669144e-09	Ast_495	Tdrkh
9.04068818924998e-13	7.49330925645487	0.053	0.001	1.69847409011439e-08	Ast_495	Gsx2
9.04068818924998e-13	7.48235157228162	0.053	0.001	1.69847409011439e-08	Ast_495	Six5
9.04068818924998e-13	7.16549341649711	0.053	0.001	1.69847409011439e-08	Ast_495	Spag16
9.33973514656733e-13	2.61519416435921	0.263	0.021	1.7546560419856e-08	Ast_495	Paqr6
1.23524874940072e-12	2.57717820845622	0.579	0.095	2.32066182549913e-08	Ast_495	Mdk
1.36896400655396e-12	3.2390287760539	0.211	0.013	2.57187267911293e-08	Ast_495	C4b
1.40023171325854e-12	2.39211967231281	0.842	0.226	2.63061531969881e-08	Ast_495	Cd63
1.58547845047554e-12	1.40291535869695	0.421	0.051	2.97863836490841e-08	Ast_495	Gfap
