Dup1	Dup2
LOC110082016	LOC110082113
LOC110082016	LOC110082117
LOC110082016	LOC110082127
LOC110082016	PCDH10
LOC110082016	PCDH12
LOC110082016	PCDH18
LOC110082016	PCDH19
LOC110082016	PCDH8
LOC110082079	LOC110082080
LOC110082079	LOC110082081
LOC110082079	LOC110082082
LOC110082079	LOC110082087
LOC110082079	LOC110082089
LOC110082079	LOC110082095
LOC110082079	LOC110082096
LOC110082079	LOC110082097
LOC110082079	LOC110082098
LOC110082079	LOC110082099
LOC110082079	LOC110082103
LOC110082079	LOC110082104
LOC110082079	LOC110082106
LOC110082079	LOC110082107
LOC110082079	LOC110082108
LOC110082079	LOC110082109
LOC110082079	LOC110082110
LOC110082079	LOC110082111
LOC110082079	LOC110082113
LOC110082079	LOC110082117
LOC110082079	LOC110082127
LOC110082079	PCDH10
LOC110082079	PCDH12
LOC110082079	PCDH18
LOC110082079	PCDH19
LOC110082079	PCDH8
LOC110082080	LOC110082081
LOC110082080	LOC110082082
LOC110082080	LOC110082087
LOC110082080	LOC110082089
LOC110082080	LOC110082095
LOC110082080	LOC110082096
LOC110082080	LOC110082097
LOC110082080	LOC110082098
LOC110082080	LOC110082099
LOC110082080	LOC110082103
LOC110082080	LOC110082104
LOC110082080	LOC110082106
LOC110082080	LOC110082107
LOC110082080	LOC110082108
LOC110082080	LOC110082109
LOC110082080	LOC110082110
LOC110082080	LOC110082111
LOC110082080	LOC110082113
LOC110082080	LOC110082117
LOC110082080	LOC110082127
LOC110082080	PCDH10
LOC110082080	PCDH12
LOC110082080	PCDH18
LOC110082080	PCDH19
LOC110082080	PCDH8
LOC110082081	LOC110082082
LOC110082081	LOC110082087
LOC110082081	LOC110082089
LOC110082081	LOC110082095
LOC110082081	LOC110082096
LOC110082081	LOC110082097
LOC110082081	LOC110082098
LOC110082081	LOC110082099
LOC110082081	LOC110082103
LOC110082081	LOC110082104
LOC110082081	LOC110082106
LOC110082081	LOC110082107
LOC110082081	LOC110082108
LOC110082081	LOC110082109
LOC110082081	LOC110082110
LOC110082081	LOC110082111
LOC110082081	LOC110082113
LOC110082081	LOC110082117
LOC110082081	LOC110082127
LOC110082081	PCDH10
LOC110082081	PCDH12
LOC110082081	PCDH18
LOC110082081	PCDH19
LOC110082081	PCDH8
LOC110082082	LOC110082087
LOC110082082	LOC110082089
LOC110082082	LOC110082095
LOC110082082	LOC110082096
LOC110082082	LOC110082097
LOC110082082	LOC110082098
LOC110082082	LOC110082099
LOC110082082	LOC110082103
LOC110082082	LOC110082104
LOC110082082	LOC110082106
LOC110082082	LOC110082107
LOC110082082	LOC110082108
LOC110082082	LOC110082109
LOC110082082	LOC110082110
LOC110082082	LOC110082111
LOC110082082	LOC110082113
LOC110082082	LOC110082117
LOC110082082	LOC110082127
LOC110082082	PCDH10
LOC110082082	PCDH12
LOC110082082	PCDH18
LOC110082082	PCDH19
LOC110082082	PCDH8
LOC110082087	LOC110082089
LOC110082087	LOC110082095
LOC110082087	LOC110082096
LOC110082087	LOC110082097
LOC110082087	LOC110082098
LOC110082087	LOC110082099
LOC110082087	LOC110082103
LOC110082087	LOC110082104
LOC110082087	LOC110082106
LOC110082087	LOC110082107
LOC110082087	LOC110082108
LOC110082087	LOC110082109
LOC110082087	LOC110082110
LOC110082087	LOC110082111
LOC110082087	LOC110082113
LOC110082087	LOC110082117
LOC110082087	LOC110082127
LOC110082087	PCDH10
LOC110082087	PCDH12
LOC110082087	PCDH18
LOC110082087	PCDH19
LOC110082087	PCDH8
LOC110082089	LOC110082095
LOC110082089	LOC110082096
LOC110082089	LOC110082097
LOC110082089	LOC110082098
LOC110082089	LOC110082099
LOC110082089	LOC110082103
LOC110082089	LOC110082104
LOC110082089	LOC110082106
LOC110082089	LOC110082107
LOC110082089	LOC110082108
LOC110082089	LOC110082109
LOC110082089	LOC110082110
LOC110082089	LOC110082111
LOC110082089	LOC110082113
LOC110082089	LOC110082117
LOC110082089	LOC110082127
LOC110082089	PCDH10
LOC110082089	PCDH12
LOC110082089	PCDH18
LOC110082089	PCDH19
LOC110082089	PCDH8
LOC110082095	LOC110082096
LOC110082095	LOC110082097
LOC110082095	LOC110082098
LOC110082095	LOC110082099
LOC110082095	LOC110082103
LOC110082095	LOC110082104
LOC110082095	LOC110082106
LOC110082095	LOC110082107
LOC110082095	LOC110082108
LOC110082095	LOC110082109
LOC110082095	LOC110082110
LOC110082095	LOC110082111
LOC110082095	LOC110082113
LOC110082095	LOC110082117
LOC110082095	LOC110082127
LOC110082095	PCDH10
LOC110082095	PCDH12
LOC110082095	PCDH18
LOC110082095	PCDH19
LOC110082095	PCDH8
LOC110082096	LOC110082097
LOC110082096	LOC110082098
LOC110082096	LOC110082099
LOC110082096	LOC110082103
LOC110082096	LOC110082104
LOC110082096	LOC110082106
LOC110082096	LOC110082107
LOC110082096	LOC110082108
LOC110082096	LOC110082109
LOC110082096	LOC110082110
LOC110082096	LOC110082111
LOC110082096	LOC110082113
LOC110082096	LOC110082117
LOC110082096	LOC110082127
LOC110082096	PCDH10
LOC110082096	PCDH12
LOC110082096	PCDH18
LOC110082096	PCDH19
LOC110082096	PCDH8
LOC110082097	LOC110082098
LOC110082097	LOC110082099
LOC110082097	LOC110082103
LOC110082097	LOC110082104
LOC110082097	LOC110082106
LOC110082097	LOC110082107
LOC110082097	LOC110082108
LOC110082097	LOC110082109
LOC110082097	LOC110082110
LOC110082097	LOC110082111
LOC110082097	LOC110082113
LOC110082097	LOC110082117
LOC110082097	LOC110082127
LOC110082097	PCDH10
LOC110082097	PCDH12
LOC110082097	PCDH18
LOC110082097	PCDH19
LOC110082097	PCDH8
LOC110082098	LOC110082099
LOC110082098	LOC110082103
LOC110082098	LOC110082104
LOC110082098	LOC110082106
LOC110082098	LOC110082107
LOC110082098	LOC110082108
LOC110082098	LOC110082109
LOC110082098	LOC110082110
LOC110082098	LOC110082111
LOC110082098	LOC110082113
LOC110082098	LOC110082117
LOC110082098	LOC110082127
LOC110082098	PCDH10
LOC110082098	PCDH12
LOC110082098	PCDH18
LOC110082098	PCDH19
LOC110082098	PCDH8
LOC110082099	LOC110082103
LOC110082099	LOC110082104
LOC110082099	LOC110082106
LOC110082099	LOC110082107
LOC110082099	LOC110082108
LOC110082099	LOC110082109
LOC110082099	LOC110082110
LOC110082099	LOC110082111
LOC110082099	LOC110082113
LOC110082099	LOC110082117
LOC110082099	LOC110082127
LOC110082099	PCDH10
LOC110082099	PCDH12
LOC110082099	PCDH18
LOC110082099	PCDH19
LOC110082099	PCDH8
LOC110082103	LOC110082104
LOC110082103	LOC110082106
LOC110082103	LOC110082107
LOC110082103	LOC110082108
LOC110082103	LOC110082109
LOC110082103	LOC110082110
LOC110082103	LOC110082111
LOC110082103	LOC110082113
LOC110082103	LOC110082117
LOC110082103	LOC110082127
LOC110082103	PCDH10
LOC110082103	PCDH12
LOC110082103	PCDH18
LOC110082103	PCDH19
LOC110082103	PCDH8
LOC110082104	LOC110082106
LOC110082104	LOC110082107
LOC110082104	LOC110082108
LOC110082104	LOC110082109
LOC110082104	LOC110082110
LOC110082104	LOC110082111
LOC110082104	LOC110082113
LOC110082104	LOC110082117
LOC110082104	LOC110082127
LOC110082104	PCDH10
LOC110082104	PCDH12
LOC110082104	PCDH18
LOC110082104	PCDH19
LOC110082104	PCDH8
LOC110082106	LOC110082107
LOC110082106	LOC110082108
LOC110082106	LOC110082109
LOC110082106	LOC110082110
LOC110082106	LOC110082111
LOC110082106	LOC110082113
LOC110082106	LOC110082117
LOC110082106	LOC110082127
LOC110082106	PCDH10
LOC110082106	PCDH12
LOC110082106	PCDH18
LOC110082106	PCDH19
LOC110082106	PCDH8
LOC110082107	LOC110082108
LOC110082107	LOC110082109
LOC110082107	LOC110082110
LOC110082107	LOC110082111
LOC110082107	LOC110082113
LOC110082107	LOC110082117
LOC110082107	LOC110082127
LOC110082107	PCDH10
LOC110082107	PCDH12
LOC110082107	PCDH18
LOC110082107	PCDH19
LOC110082107	PCDH8
LOC110082108	LOC110082109
LOC110082108	LOC110082110
LOC110082108	LOC110082111
LOC110082108	LOC110082113
LOC110082108	LOC110082117
LOC110082108	LOC110082127
LOC110082108	PCDH10
LOC110082108	PCDH12
LOC110082108	PCDH18
LOC110082108	PCDH19
LOC110082108	PCDH8
LOC110082109	LOC110082110
LOC110082109	LOC110082111
LOC110082109	LOC110082113
LOC110082109	LOC110082117
LOC110082109	LOC110082127
LOC110082109	PCDH10
LOC110082109	PCDH12
LOC110082109	PCDH18
LOC110082109	PCDH19
LOC110082109	PCDH8
LOC110082110	LOC110082111
LOC110082110	LOC110082113
LOC110082110	LOC110082117
LOC110082110	LOC110082127
LOC110082110	PCDH10
LOC110082110	PCDH12
LOC110082110	PCDH18
LOC110082110	PCDH19
LOC110082110	PCDH8
LOC110082111	LOC110082113
LOC110082111	LOC110082117
LOC110082111	LOC110082127
LOC110082111	PCDH10
LOC110082111	PCDH12
LOC110082111	PCDH18
LOC110082111	PCDH19
LOC110082111	PCDH8
LOC110082113	LOC110082117
LOC110082113	LOC110082127
LOC110082113	PCDH10
LOC110082113	PCDH12
LOC110082113	PCDH18
LOC110082113	PCDH19
LOC110082113	PCDH8
LOC110082117	LOC110082127
LOC110082117	PCDH10
LOC110082117	PCDH12
LOC110082117	PCDH18
LOC110082117	PCDH19
LOC110082117	PCDH8
LOC110082127	PCDH10
LOC110082127	PCDH12
LOC110082127	PCDH18
LOC110082127	PCDH19
LOC110082127	PCDH8
PCDH10	PCDH12
PCDH10	PCDH18
PCDH10	PCDH19
PCDH10	PCDH8
PCDH12	PCDH18
PCDH12	PCDH19
PCDH12	PCDH8
PCDH18	PCDH19
PCDH18	PCDH8
PCDH19	PCDH8
LOC110070062	LOC110070728
LOC110070062	LOC110070729
LOC110070062	LOC110070829
LOC110070062	LOC110070830
LOC110070062	LOC110070831
LOC110070062	LOC110070931
LOC110070062	LOC110071039
LOC110070062	LOC110071040
LOC110070062	LOC110076314
LOC110070062	LOC110076365
LOC110070062	LOC110078522
LOC110070062	LOC110078523
LOC110070062	LOC110078551
LOC110070062	LOC110078571
LOC110070062	LOC110083921
LOC110070062	LOC110083939
LOC110070062	LOC110086333
LOC110070062	LOC110086400
LOC110070062	LOC110087846
LOC110070062	LOC110088368
LOC110070062	LOC110088372
LOC110070062	LOC110088500
LOC110070062	LOC110088508
LOC110070062	LOC110090910
LOC110070062	LOC110091201
LOC110070062	SULT1C4
LOC110070062	SULT2A1
LOC110070062	SULT2B1
LOC110070728	LOC110070729
LOC110070728	LOC110070829
LOC110070728	LOC110070830
LOC110070728	LOC110070831
LOC110070728	LOC110070931
LOC110070728	LOC110071039
LOC110070728	LOC110071040
LOC110070728	LOC110076314
LOC110070728	LOC110076365
LOC110070728	LOC110078522
LOC110070728	LOC110078523
LOC110070728	LOC110078551
LOC110070728	LOC110078571
LOC110070728	LOC110083921
LOC110070728	LOC110083939
LOC110070728	LOC110086333
LOC110070728	LOC110086400
LOC110070728	LOC110087846
LOC110070728	LOC110088368
LOC110070728	LOC110088372
LOC110070728	LOC110088500
LOC110070728	LOC110088508
LOC110070728	LOC110090910
LOC110070728	LOC110091201
LOC110070728	SULT1C4
LOC110070728	SULT2A1
LOC110070728	SULT2B1
LOC110070729	LOC110070829
LOC110070729	LOC110070830
LOC110070729	LOC110070831
LOC110070729	LOC110070931
LOC110070729	LOC110071039
LOC110070729	LOC110071040
LOC110070729	LOC110076314
LOC110070729	LOC110076365
LOC110070729	LOC110078522
LOC110070729	LOC110078523
LOC110070729	LOC110078551
LOC110070729	LOC110078571
LOC110070729	LOC110083921
LOC110070729	LOC110083939
LOC110070729	LOC110086333
LOC110070729	LOC110086400
LOC110070729	LOC110087846
LOC110070729	LOC110088368
LOC110070729	LOC110088372
LOC110070729	LOC110088500
LOC110070729	LOC110088508
LOC110070729	LOC110090910
LOC110070729	LOC110091201
LOC110070729	SULT1C4
LOC110070729	SULT2A1
LOC110070729	SULT2B1
LOC110070829	LOC110070830
LOC110070829	LOC110070831
LOC110070829	LOC110070931
LOC110070829	LOC110071039
LOC110070829	LOC110071040
LOC110070829	LOC110076314
LOC110070829	LOC110076365
LOC110070829	LOC110078522
LOC110070829	LOC110078523
LOC110070829	LOC110078551
LOC110070829	LOC110078571
LOC110070829	LOC110083921
LOC110070829	LOC110083939
LOC110070829	LOC110086333
LOC110070829	LOC110086400
LOC110070829	LOC110087846
LOC110070829	LOC110088368
LOC110070829	LOC110088372
LOC110070829	LOC110088500
LOC110070829	LOC110088508
LOC110070829	LOC110090910
LOC110070829	LOC110091201
LOC110070829	SULT1C4
LOC110070829	SULT2A1
LOC110070829	SULT2B1
LOC110070830	LOC110070831
LOC110070830	LOC110070931
LOC110070830	LOC110071039
LOC110070830	LOC110071040
LOC110070830	LOC110076314
LOC110070830	LOC110076365
LOC110070830	LOC110078522
LOC110070830	LOC110078523
LOC110070830	LOC110078551
LOC110070830	LOC110078571
LOC110070830	LOC110083921
LOC110070830	LOC110083939
LOC110070830	LOC110086333
LOC110070830	LOC110086400
LOC110070830	LOC110087846
LOC110070830	LOC110088368
LOC110070830	LOC110088372
LOC110070830	LOC110088500
LOC110070830	LOC110088508
LOC110070830	LOC110090910
LOC110070830	LOC110091201
LOC110070830	SULT1C4
LOC110070830	SULT2A1
LOC110070830	SULT2B1
LOC110070831	LOC110070931
LOC110070831	LOC110071039
LOC110070831	LOC110071040
LOC110070831	LOC110076314
LOC110070831	LOC110076365
LOC110070831	LOC110078522
LOC110070831	LOC110078523
LOC110070831	LOC110078551
LOC110070831	LOC110078571
LOC110070831	LOC110083921
LOC110070831	LOC110083939
LOC110070831	LOC110086333
LOC110070831	LOC110086400
LOC110070831	LOC110087846
LOC110070831	LOC110088368
LOC110070831	LOC110088372
LOC110070831	LOC110088500
LOC110070831	LOC110088508
LOC110070831	LOC110090910
LOC110070831	LOC110091201
LOC110070831	SULT1C4
LOC110070831	SULT2A1
LOC110070831	SULT2B1
LOC110070931	LOC110071039
LOC110070931	LOC110071040
LOC110070931	LOC110076314
LOC110070931	LOC110076365
LOC110070931	LOC110078522
LOC110070931	LOC110078523
LOC110070931	LOC110078551
LOC110070931	LOC110078571
LOC110070931	LOC110083921
LOC110070931	LOC110083939
LOC110070931	LOC110086333
LOC110070931	LOC110086400
LOC110070931	LOC110087846
LOC110070931	LOC110088368
LOC110070931	LOC110088372
LOC110070931	LOC110088500
LOC110070931	LOC110088508
LOC110070931	LOC110090910
LOC110070931	LOC110091201
LOC110070931	SULT1C4
LOC110070931	SULT2A1
LOC110070931	SULT2B1
LOC110071039	LOC110071040
LOC110071039	LOC110076314
LOC110071039	LOC110076365
LOC110071039	LOC110078522
LOC110071039	LOC110078523
LOC110071039	LOC110078551
LOC110071039	LOC110078571
LOC110071039	LOC110083921
LOC110071039	LOC110083939
LOC110071039	LOC110086333
LOC110071039	LOC110086400
LOC110071039	LOC110087846
LOC110071039	LOC110088368
LOC110071039	LOC110088372
LOC110071039	LOC110088500
LOC110071039	LOC110088508
LOC110071039	LOC110090910
LOC110071039	LOC110091201
LOC110071039	SULT1C4
LOC110071039	SULT2A1
LOC110071039	SULT2B1
LOC110071040	LOC110076314
LOC110071040	LOC110076365
LOC110071040	LOC110078522
LOC110071040	LOC110078523
LOC110071040	LOC110078551
LOC110071040	LOC110078571
LOC110071040	LOC110083921
LOC110071040	LOC110083939
LOC110071040	LOC110086333
LOC110071040	LOC110086400
LOC110071040	LOC110087846
LOC110071040	LOC110088368
LOC110071040	LOC110088372
LOC110071040	LOC110088500
LOC110071040	LOC110088508
LOC110071040	LOC110090910
LOC110071040	LOC110091201
LOC110071040	SULT1C4
LOC110071040	SULT2A1
LOC110071040	SULT2B1
LOC110076314	LOC110076365
LOC110076314	LOC110078522
LOC110076314	LOC110078523
LOC110076314	LOC110078551
LOC110076314	LOC110078571
LOC110076314	LOC110083921
LOC110076314	LOC110083939
LOC110076314	LOC110086333
LOC110076314	LOC110086400
LOC110076314	LOC110087846
LOC110076314	LOC110088368
LOC110076314	LOC110088372
LOC110076314	LOC110088500
LOC110076314	LOC110088508
LOC110076314	LOC110090910
LOC110076314	LOC110091201
LOC110076314	SULT1C4
LOC110076314	SULT2A1
LOC110076314	SULT2B1
LOC110076365	LOC110078522
LOC110076365	LOC110078523
LOC110076365	LOC110078551
LOC110076365	LOC110078571
LOC110076365	LOC110083921
LOC110076365	LOC110083939
LOC110076365	LOC110086333
LOC110076365	LOC110086400
LOC110076365	LOC110087846
LOC110076365	LOC110088368
LOC110076365	LOC110088372
LOC110076365	LOC110088500
LOC110076365	LOC110088508
LOC110076365	LOC110090910
LOC110076365	LOC110091201
LOC110076365	SULT1C4
LOC110076365	SULT2A1
LOC110076365	SULT2B1
LOC110078522	LOC110078523
LOC110078522	LOC110078551
LOC110078522	LOC110078571
LOC110078522	LOC110083921
LOC110078522	LOC110083939
LOC110078522	LOC110086333
LOC110078522	LOC110086400
LOC110078522	LOC110087846
LOC110078522	LOC110088368
LOC110078522	LOC110088372
LOC110078522	LOC110088500
LOC110078522	LOC110088508
LOC110078522	LOC110090910
LOC110078522	LOC110091201
LOC110078522	SULT1C4
LOC110078522	SULT2A1
LOC110078522	SULT2B1
LOC110078523	LOC110078551
LOC110078523	LOC110078571
LOC110078523	LOC110083921
LOC110078523	LOC110083939
LOC110078523	LOC110086333
LOC110078523	LOC110086400
LOC110078523	LOC110087846
LOC110078523	LOC110088368
LOC110078523	LOC110088372
LOC110078523	LOC110088500
LOC110078523	LOC110088508
LOC110078523	LOC110090910
LOC110078523	LOC110091201
LOC110078523	SULT1C4
LOC110078523	SULT2A1
LOC110078523	SULT2B1
LOC110078551	LOC110078571
LOC110078551	LOC110083921
LOC110078551	LOC110083939
LOC110078551	LOC110086333
LOC110078551	LOC110086400
LOC110078551	LOC110087846
LOC110078551	LOC110088368
LOC110078551	LOC110088372
LOC110078551	LOC110088500
LOC110078551	LOC110088508
LOC110078551	LOC110090910
LOC110078551	LOC110091201
LOC110078551	SULT1C4
LOC110078551	SULT2A1
LOC110078551	SULT2B1
LOC110078571	LOC110083921
LOC110078571	LOC110083939
LOC110078571	LOC110086333
LOC110078571	LOC110086400
LOC110078571	LOC110087846
LOC110078571	LOC110088368
LOC110078571	LOC110088372
LOC110078571	LOC110088500
LOC110078571	LOC110088508
LOC110078571	LOC110090910
LOC110078571	LOC110091201
LOC110078571	SULT1C4
LOC110078571	SULT2A1
LOC110078571	SULT2B1
LOC110083921	LOC110083939
LOC110083921	LOC110086333
LOC110083921	LOC110086400
LOC110083921	LOC110087846
LOC110083921	LOC110088368
LOC110083921	LOC110088372
LOC110083921	LOC110088500
LOC110083921	LOC110088508
LOC110083921	LOC110090910
LOC110083921	LOC110091201
LOC110083921	SULT1C4
LOC110083921	SULT2A1
LOC110083921	SULT2B1
LOC110083939	LOC110086333
LOC110083939	LOC110086400
LOC110083939	LOC110087846
LOC110083939	LOC110088368
LOC110083939	LOC110088372
LOC110083939	LOC110088500
LOC110083939	LOC110088508
LOC110083939	LOC110090910
LOC110083939	LOC110091201
LOC110083939	SULT1C4
LOC110083939	SULT2A1
LOC110083939	SULT2B1
LOC110086333	LOC110086400
LOC110086333	LOC110087846
LOC110086333	LOC110088368
LOC110086333	LOC110088372
LOC110086333	LOC110088500
LOC110086333	LOC110088508
LOC110086333	LOC110090910
LOC110086333	LOC110091201
LOC110086333	SULT1C4
LOC110086333	SULT2A1
LOC110086333	SULT2B1
LOC110086400	LOC110087846
LOC110086400	LOC110088368
LOC110086400	LOC110088372
LOC110086400	LOC110088500
LOC110086400	LOC110088508
LOC110086400	LOC110090910
LOC110086400	LOC110091201
LOC110086400	SULT1C4
LOC110086400	SULT2A1
LOC110086400	SULT2B1
LOC110087846	LOC110088368
LOC110087846	LOC110088372
LOC110087846	LOC110088500
LOC110087846	LOC110088508
LOC110087846	LOC110090910
