Dup1	Dup2
ENSG00000085265	ENSG00000104760
ENSG00000085265	ENSG00000116147
ENSG00000085265	ENSG00000120332
ENSG00000085265	ENSG00000130720
ENSG00000085265	ENSG00000132855
ENSG00000085265	ENSG00000142748
ENSG00000085265	ENSG00000160339
ENSG00000085265	ENSG00000166482
ENSG00000085265	ENSG00000167772
ENSG00000085265	ENSG00000171560
ENSG00000104760	ENSG00000116147
ENSG00000104760	ENSG00000120332
ENSG00000104760	ENSG00000130720
ENSG00000104760	ENSG00000132855
ENSG00000104760	ENSG00000142748
ENSG00000104760	ENSG00000160339
ENSG00000104760	ENSG00000166482
ENSG00000104760	ENSG00000167772
ENSG00000104760	ENSG00000171560
ENSG00000116147	ENSG00000120332
ENSG00000116147	ENSG00000130720
ENSG00000116147	ENSG00000132855
ENSG00000116147	ENSG00000142748
ENSG00000116147	ENSG00000160339
ENSG00000116147	ENSG00000166482
ENSG00000116147	ENSG00000167772
ENSG00000116147	ENSG00000171560
ENSG00000120332	ENSG00000130720
ENSG00000120332	ENSG00000132855
ENSG00000120332	ENSG00000142748
ENSG00000120332	ENSG00000160339
ENSG00000120332	ENSG00000166482
ENSG00000120332	ENSG00000167772
ENSG00000120332	ENSG00000171560
ENSG00000130720	ENSG00000132855
ENSG00000130720	ENSG00000142748
ENSG00000130720	ENSG00000160339
ENSG00000130720	ENSG00000166482
ENSG00000130720	ENSG00000167772
ENSG00000130720	ENSG00000171560
ENSG00000132855	ENSG00000142748
ENSG00000132855	ENSG00000160339
ENSG00000132855	ENSG00000166482
ENSG00000132855	ENSG00000167772
ENSG00000132855	ENSG00000171560
ENSG00000142748	ENSG00000160339
ENSG00000142748	ENSG00000166482
ENSG00000142748	ENSG00000167772
ENSG00000142748	ENSG00000171560
ENSG00000160339	ENSG00000166482
ENSG00000160339	ENSG00000167772
ENSG00000160339	ENSG00000171560
ENSG00000166482	ENSG00000167772
ENSG00000166482	ENSG00000171560
ENSG00000167772	ENSG00000171560
ENSG00000088002	ENSG00000105398
ENSG00000088002	ENSG00000109193
ENSG00000088002	ENSG00000138068
ENSG00000088002	ENSG00000173597
ENSG00000088002	ENSG00000196228
ENSG00000088002	ENSG00000196502
ENSG00000088002	ENSG00000197165
ENSG00000088002	ENSG00000198075
ENSG00000088002	ENSG00000198203
ENSG00000088002	ENSG00000213648
ENSG00000088002	ENSG00000261052
ENSG00000088002	ENSG00000284695
ENSG00000105398	ENSG00000109193
ENSG00000105398	ENSG00000138068
ENSG00000105398	ENSG00000173597
ENSG00000105398	ENSG00000196228
ENSG00000105398	ENSG00000196502
ENSG00000105398	ENSG00000197165
ENSG00000105398	ENSG00000198075
ENSG00000105398	ENSG00000198203
ENSG00000105398	ENSG00000213648
ENSG00000105398	ENSG00000261052
ENSG00000105398	ENSG00000284695
ENSG00000109193	ENSG00000138068
ENSG00000109193	ENSG00000173597
ENSG00000109193	ENSG00000196228
ENSG00000109193	ENSG00000196502
ENSG00000109193	ENSG00000197165
ENSG00000109193	ENSG00000198075
ENSG00000109193	ENSG00000198203
ENSG00000109193	ENSG00000213648
ENSG00000109193	ENSG00000261052
ENSG00000109193	ENSG00000284695
ENSG00000138068	ENSG00000173597
ENSG00000138068	ENSG00000196228
ENSG00000138068	ENSG00000196502
ENSG00000138068	ENSG00000197165
ENSG00000138068	ENSG00000198075
ENSG00000138068	ENSG00000198203
ENSG00000138068	ENSG00000213648
ENSG00000138068	ENSG00000261052
ENSG00000138068	ENSG00000284695
ENSG00000173597	ENSG00000196228
ENSG00000173597	ENSG00000196502
ENSG00000173597	ENSG00000197165
ENSG00000173597	ENSG00000198075
ENSG00000173597	ENSG00000198203
ENSG00000173597	ENSG00000213648
ENSG00000173597	ENSG00000261052
ENSG00000173597	ENSG00000284695
ENSG00000196228	ENSG00000196502
ENSG00000196228	ENSG00000197165
ENSG00000196228	ENSG00000198075
ENSG00000196228	ENSG00000198203
ENSG00000196228	ENSG00000213648
ENSG00000196228	ENSG00000261052
ENSG00000196228	ENSG00000284695
ENSG00000196502	ENSG00000197165
ENSG00000196502	ENSG00000198075
ENSG00000196502	ENSG00000198203
ENSG00000196502	ENSG00000213648
ENSG00000196502	ENSG00000261052
ENSG00000196502	ENSG00000284695
ENSG00000197165	ENSG00000198075
ENSG00000197165	ENSG00000198203
ENSG00000197165	ENSG00000213648
ENSG00000197165	ENSG00000261052
ENSG00000197165	ENSG00000284695
ENSG00000198075	ENSG00000198203
ENSG00000198075	ENSG00000213648
ENSG00000198075	ENSG00000261052
ENSG00000198075	ENSG00000284695
ENSG00000198203	ENSG00000213648
ENSG00000198203	ENSG00000261052
ENSG00000198203	ENSG00000284695
ENSG00000213648	ENSG00000261052
ENSG00000213648	ENSG00000284695
ENSG00000261052	ENSG00000284695
ENSG00000164508	ENSG00000180573
ENSG00000164508	ENSG00000181218
ENSG00000164508	ENSG00000184260
ENSG00000164508	ENSG00000184270
ENSG00000164508	ENSG00000188486
ENSG00000164508	ENSG00000196747
ENSG00000164508	ENSG00000196787
ENSG00000164508	ENSG00000196866
ENSG00000164508	ENSG00000246705
ENSG00000164508	ENSG00000274183
ENSG00000164508	ENSG00000274997
ENSG00000164508	ENSG00000275221
ENSG00000164508	ENSG00000276368
ENSG00000164508	ENSG00000276903
ENSG00000164508	ENSG00000277075
ENSG00000164508	ENSG00000277745
ENSG00000164508	ENSG00000277858
ENSG00000164508	ENSG00000278463
ENSG00000164508	ENSG00000278677
ENSG00000164508	ENSG00000282988
ENSG00000164508	ENSG00000288825
ENSG00000164508	ENSG00000288859
ENSG00000180573	ENSG00000181218
ENSG00000180573	ENSG00000184260
ENSG00000180573	ENSG00000184270
ENSG00000180573	ENSG00000188486
ENSG00000180573	ENSG00000196747
ENSG00000180573	ENSG00000196787
ENSG00000180573	ENSG00000196866
ENSG00000180573	ENSG00000246705
ENSG00000180573	ENSG00000274183
ENSG00000180573	ENSG00000274997
ENSG00000180573	ENSG00000275221
ENSG00000180573	ENSG00000276368
ENSG00000180573	ENSG00000276903
ENSG00000180573	ENSG00000277075
ENSG00000180573	ENSG00000277745
ENSG00000180573	ENSG00000277858
ENSG00000180573	ENSG00000278463
ENSG00000180573	ENSG00000278677
ENSG00000180573	ENSG00000282988
ENSG00000180573	ENSG00000288825
ENSG00000180573	ENSG00000288859
ENSG00000181218	ENSG00000184260
ENSG00000181218	ENSG00000184270
ENSG00000181218	ENSG00000188486
ENSG00000181218	ENSG00000196747
ENSG00000181218	ENSG00000196787
ENSG00000181218	ENSG00000196866
ENSG00000181218	ENSG00000246705
ENSG00000181218	ENSG00000274183
ENSG00000181218	ENSG00000274997
ENSG00000181218	ENSG00000275221
ENSG00000181218	ENSG00000276368
ENSG00000181218	ENSG00000276903
ENSG00000181218	ENSG00000277075
ENSG00000181218	ENSG00000277745
ENSG00000181218	ENSG00000277858
ENSG00000181218	ENSG00000278463
ENSG00000181218	ENSG00000278677
ENSG00000181218	ENSG00000282988
ENSG00000181218	ENSG00000288825
ENSG00000181218	ENSG00000288859
ENSG00000184260	ENSG00000184270
ENSG00000184260	ENSG00000188486
ENSG00000184260	ENSG00000196747
ENSG00000184260	ENSG00000196787
ENSG00000184260	ENSG00000196866
ENSG00000184260	ENSG00000246705
ENSG00000184260	ENSG00000274183
ENSG00000184260	ENSG00000274997
ENSG00000184260	ENSG00000275221
ENSG00000184260	ENSG00000276368
ENSG00000184260	ENSG00000276903
ENSG00000184260	ENSG00000277075
ENSG00000184260	ENSG00000277745
ENSG00000184260	ENSG00000277858
ENSG00000184260	ENSG00000278463
ENSG00000184260	ENSG00000278677
ENSG00000184260	ENSG00000282988
ENSG00000184260	ENSG00000288825
ENSG00000184260	ENSG00000288859
ENSG00000184270	ENSG00000188486
ENSG00000184270	ENSG00000196747
ENSG00000184270	ENSG00000196787
ENSG00000184270	ENSG00000196866
ENSG00000184270	ENSG00000246705
ENSG00000184270	ENSG00000274183
ENSG00000184270	ENSG00000274997
ENSG00000184270	ENSG00000275221
ENSG00000184270	ENSG00000276368
ENSG00000184270	ENSG00000276903
ENSG00000184270	ENSG00000277075
ENSG00000184270	ENSG00000277745
ENSG00000184270	ENSG00000277858
ENSG00000184270	ENSG00000278463
ENSG00000184270	ENSG00000278677
ENSG00000184270	ENSG00000282988
ENSG00000184270	ENSG00000288825
ENSG00000184270	ENSG00000288859
ENSG00000188486	ENSG00000196747
ENSG00000188486	ENSG00000196787
ENSG00000188486	ENSG00000196866
ENSG00000188486	ENSG00000246705
ENSG00000188486	ENSG00000274183
ENSG00000188486	ENSG00000274997
ENSG00000188486	ENSG00000275221
ENSG00000188486	ENSG00000276368
ENSG00000188486	ENSG00000276903
ENSG00000188486	ENSG00000277075
ENSG00000188486	ENSG00000277745
ENSG00000188486	ENSG00000277858
ENSG00000188486	ENSG00000278463
ENSG00000188486	ENSG00000278677
ENSG00000188486	ENSG00000282988
ENSG00000188486	ENSG00000288825
ENSG00000188486	ENSG00000288859
ENSG00000196747	ENSG00000196787
ENSG00000196747	ENSG00000196866
ENSG00000196747	ENSG00000246705
ENSG00000196747	ENSG00000274183
ENSG00000196747	ENSG00000274997
ENSG00000196747	ENSG00000275221
ENSG00000196747	ENSG00000276368
ENSG00000196747	ENSG00000276903
ENSG00000196747	ENSG00000277075
ENSG00000196747	ENSG00000277745
ENSG00000196747	ENSG00000277858
