Dup1	Dup2
ENSGALG00010003269	ENSGALG00010003339
ENSGALG00010003269	ENSGALG00010003342
ENSGALG00010003269	ENSGALG00010003349
ENSGALG00010003269	ENSGALG00010003450
ENSGALG00010003269	ENSGALG00010003487
ENSGALG00010003269	ENSGALG00010003499
ENSGALG00010003269	ENSGALG00010003535
ENSGALG00010003269	ENSGALG00010003544
ENSGALG00010003296	ENSGALG00010003320
ENSGALG00010003296	ENSGALG00010003326
ENSGALG00010003296	ENSGALG00010003339
ENSGALG00010003296	ENSGALG00010003342
ENSGALG00010003296	ENSGALG00010003349
ENSGALG00010003296	ENSGALG00010003450
ENSGALG00010003296	ENSGALG00010003487
ENSGALG00010003296	ENSGALG00010003499
ENSGALG00010003296	ENSGALG00010003535
ENSGALG00010003296	ENSGALG00010003544
ENSGALG00010003320	ENSGALG00010003326
ENSGALG00010003320	ENSGALG00010003339
ENSGALG00010003320	ENSGALG00010003342
ENSGALG00010003320	ENSGALG00010003349
ENSGALG00010003320	ENSGALG00010003450
ENSGALG00010003320	ENSGALG00010003487
ENSGALG00010003320	ENSGALG00010003499
ENSGALG00010003320	ENSGALG00010003535
ENSGALG00010003320	ENSGALG00010003544
ENSGALG00010003326	ENSGALG00010003339
ENSGALG00010003326	ENSGALG00010003342
ENSGALG00010003326	ENSGALG00010003349
ENSGALG00010003326	ENSGALG00010003450
ENSGALG00010003326	ENSGALG00010003487
ENSGALG00010003326	ENSGALG00010003499
ENSGALG00010003326	ENSGALG00010003535
ENSGALG00010003326	ENSGALG00010003544
ENSGALG00010003339	ENSGALG00010003342
ENSGALG00010003339	ENSGALG00010003349
ENSGALG00010003339	ENSGALG00010003450
ENSGALG00010003339	ENSGALG00010003487
ENSGALG00010003339	ENSGALG00010003499
ENSGALG00010003339	ENSGALG00010003535
ENSGALG00010003339	ENSGALG00010003544
ENSGALG00010003342	ENSGALG00010003349
ENSGALG00010003342	ENSGALG00010003450
ENSGALG00010003342	ENSGALG00010003487
ENSGALG00010003342	ENSGALG00010003499
ENSGALG00010003342	ENSGALG00010003535
ENSGALG00010003342	ENSGALG00010003544
ENSGALG00010003349	ENSGALG00010003450
ENSGALG00010003349	ENSGALG00010003487
ENSGALG00010003349	ENSGALG00010003499
ENSGALG00010003349	ENSGALG00010003535
ENSGALG00010003349	ENSGALG00010003544
ENSGALG00010003450	ENSGALG00010003487
ENSGALG00010003450	ENSGALG00010003499
ENSGALG00010003450	ENSGALG00010003535
ENSGALG00010003450	ENSGALG00010003544
ENSGALG00010003487	ENSGALG00010003499
ENSGALG00010003487	ENSGALG00010003535
ENSGALG00010003487	ENSGALG00010003544
ENSGALG00010003499	ENSGALG00010003535
ENSGALG00010003499	ENSGALG00010003544
ENSGALG00010003535	ENSGALG00010003544
ENSGALG00010001572	ENSGALG00010001769
ENSGALG00010001572	ENSGALG00010001792
ENSGALG00010001572	ENSGALG00010003267
ENSGALG00010001572	ENSGALG00010003277
ENSGALG00010001572	ENSGALG00010003425
ENSGALG00010001572	ENSGALG00010007415
ENSGALG00010001572	ENSGALG00010021216
ENSGALG00010001572	ENSGALG00010022153
ENSGALG00010001572	ENSGALG00010022212
ENSGALG00010001572	ENSGALG00010022768
ENSGALG00010001572	ENSGALG00010023224
ENSGALG00010001572	ENSGALG00010023232
ENSGALG00010001572	ENSGALG00010023236
ENSGALG00010001572	ENSGALG00010023241
ENSGALG00010001572	ENSGALG00010023790
ENSGALG00010001572	ENSGALG00010023801
ENSGALG00010001572	ENSGALG00010023812
ENSGALG00010001572	ENSGALG00010023816
ENSGALG00010001572	ENSGALG00010023825
ENSGALG00010001572	ENSGALG00010024912
ENSGALG00010001572	ENSGALG00010026397
ENSGALG00010001572	ENSGALG00010028907
ENSGALG00010001572	ENSGALG00010028927
ENSGALG00010001572	ENSGALG00010028928
ENSGALG00010001769	ENSGALG00010001792
ENSGALG00010001769	ENSGALG00010003267
ENSGALG00010001769	ENSGALG00010003277
ENSGALG00010001769	ENSGALG00010003425
ENSGALG00010001769	ENSGALG00010007415
ENSGALG00010001769	ENSGALG00010021216
ENSGALG00010001769	ENSGALG00010022153
ENSGALG00010001769	ENSGALG00010022212
ENSGALG00010001769	ENSGALG00010022768
ENSGALG00010001769	ENSGALG00010023224
ENSGALG00010001769	ENSGALG00010023232
ENSGALG00010001769	ENSGALG00010023236
ENSGALG00010001769	ENSGALG00010023241
ENSGALG00010001769	ENSGALG00010023790
ENSGALG00010001769	ENSGALG00010023801
ENSGALG00010001769	ENSGALG00010023812
ENSGALG00010001769	ENSGALG00010023816
ENSGALG00010001769	ENSGALG00010023825
ENSGALG00010001769	ENSGALG00010024912
ENSGALG00010001769	ENSGALG00010026397
ENSGALG00010001769	ENSGALG00010028907
ENSGALG00010001769	ENSGALG00010028927
ENSGALG00010001769	ENSGALG00010028928
ENSGALG00010001792	ENSGALG00010003267
ENSGALG00010001792	ENSGALG00010003277
ENSGALG00010001792	ENSGALG00010003425
ENSGALG00010001792	ENSGALG00010007415
ENSGALG00010001792	ENSGALG00010021216
ENSGALG00010001792	ENSGALG00010022153
ENSGALG00010001792	ENSGALG00010022212
ENSGALG00010001792	ENSGALG00010022768
ENSGALG00010001792	ENSGALG00010023224
ENSGALG00010001792	ENSGALG00010023232
ENSGALG00010001792	ENSGALG00010023236
ENSGALG00010001792	ENSGALG00010023241
ENSGALG00010001792	ENSGALG00010023790
ENSGALG00010001792	ENSGALG00010023801
ENSGALG00010001792	ENSGALG00010023812
ENSGALG00010001792	ENSGALG00010023816
ENSGALG00010001792	ENSGALG00010023825
ENSGALG00010001792	ENSGALG00010024912
ENSGALG00010001792	ENSGALG00010026397
ENSGALG00010001792	ENSGALG00010028907
ENSGALG00010001792	ENSGALG00010028927
ENSGALG00010001792	ENSGALG00010028928
ENSGALG00010003267	ENSGALG00010003277
ENSGALG00010003267	ENSGALG00010003425
ENSGALG00010003267	ENSGALG00010007415
ENSGALG00010003267	ENSGALG00010021216
ENSGALG00010003267	ENSGALG00010022153
ENSGALG00010003267	ENSGALG00010022212
ENSGALG00010003267	ENSGALG00010022768
ENSGALG00010003267	ENSGALG00010023224
ENSGALG00010003267	ENSGALG00010023232
ENSGALG00010003267	ENSGALG00010023236
ENSGALG00010003267	ENSGALG00010023241
ENSGALG00010003267	ENSGALG00010023790
ENSGALG00010003267	ENSGALG00010023801
ENSGALG00010003267	ENSGALG00010023812
ENSGALG00010003267	ENSGALG00010023816
ENSGALG00010003267	ENSGALG00010023825
ENSGALG00010003267	ENSGALG00010024912
ENSGALG00010003267	ENSGALG00010026397
ENSGALG00010003267	ENSGALG00010028907
ENSGALG00010003267	ENSGALG00010028927
ENSGALG00010003267	ENSGALG00010028928
ENSGALG00010003277	ENSGALG00010003425
ENSGALG00010003277	ENSGALG00010007415
ENSGALG00010003277	ENSGALG00010021216
ENSGALG00010003277	ENSGALG00010022153
ENSGALG00010003277	ENSGALG00010022212
ENSGALG00010003277	ENSGALG00010022768
ENSGALG00010003277	ENSGALG00010023224
ENSGALG00010003277	ENSGALG00010023232
ENSGALG00010003277	ENSGALG00010023236
ENSGALG00010003277	ENSGALG00010023241
ENSGALG00010003277	ENSGALG00010023790
ENSGALG00010003277	ENSGALG00010023801
ENSGALG00010003277	ENSGALG00010023812
ENSGALG00010003277	ENSGALG00010023816
ENSGALG00010003277	ENSGALG00010023825
ENSGALG00010003277	ENSGALG00010024912
ENSGALG00010003277	ENSGALG00010026397
ENSGALG00010003277	ENSGALG00010028907
ENSGALG00010003277	ENSGALG00010028927
ENSGALG00010003277	ENSGALG00010028928
ENSGALG00010003425	ENSGALG00010007415
ENSGALG00010003425	ENSGALG00010021216
ENSGALG00010003425	ENSGALG00010022153
ENSGALG00010003425	ENSGALG00010022212
ENSGALG00010003425	ENSGALG00010022768
ENSGALG00010003425	ENSGALG00010023224
ENSGALG00010003425	ENSGALG00010023232
ENSGALG00010003425	ENSGALG00010023236
ENSGALG00010003425	ENSGALG00010023241
ENSGALG00010003425	ENSGALG00010023790
ENSGALG00010003425	ENSGALG00010023801
ENSGALG00010003425	ENSGALG00010023812
ENSGALG00010003425	ENSGALG00010023816
ENSGALG00010003425	ENSGALG00010023825
ENSGALG00010003425	ENSGALG00010024912
ENSGALG00010003425	ENSGALG00010026397
ENSGALG00010003425	ENSGALG00010028907
ENSGALG00010003425	ENSGALG00010028927
ENSGALG00010003425	ENSGALG00010028928
ENSGALG00010007415	ENSGALG00010021216
ENSGALG00010007415	ENSGALG00010022153
ENSGALG00010007415	ENSGALG00010022212
ENSGALG00010007415	ENSGALG00010022768
ENSGALG00010007415	ENSGALG00010023224
ENSGALG00010007415	ENSGALG00010023232
ENSGALG00010007415	ENSGALG00010023236
ENSGALG00010007415	ENSGALG00010023241
ENSGALG00010007415	ENSGALG00010023790
ENSGALG00010007415	ENSGALG00010023801
ENSGALG00010007415	ENSGALG00010023812
ENSGALG00010007415	ENSGALG00010023816
ENSGALG00010007415	ENSGALG00010023825
ENSGALG00010007415	ENSGALG00010024912
ENSGALG00010007415	ENSGALG00010026397
ENSGALG00010007415	ENSGALG00010028907
ENSGALG00010007415	ENSGALG00010028927
ENSGALG00010007415	ENSGALG00010028928
ENSGALG00010021216	ENSGALG00010022153
ENSGALG00010021216	ENSGALG00010022212
ENSGALG00010021216	ENSGALG00010022768
ENSGALG00010021216	ENSGALG00010023224
ENSGALG00010021216	ENSGALG00010023232
ENSGALG00010021216	ENSGALG00010023236
ENSGALG00010021216	ENSGALG00010023241
ENSGALG00010021216	ENSGALG00010023790
ENSGALG00010021216	ENSGALG00010023801
ENSGALG00010021216	ENSGALG00010023812
ENSGALG00010021216	ENSGALG00010023816
ENSGALG00010021216	ENSGALG00010023825
ENSGALG00010021216	ENSGALG00010024912
ENSGALG00010021216	ENSGALG00010026397
ENSGALG00010021216	ENSGALG00010028907
ENSGALG00010021216	ENSGALG00010028927
ENSGALG00010021216	ENSGALG00010028928
ENSGALG00010022153	ENSGALG00010022212
ENSGALG00010022153	ENSGALG00010022768
ENSGALG00010022153	ENSGALG00010023224
ENSGALG00010022153	ENSGALG00010023232
ENSGALG00010022153	ENSGALG00010023236
ENSGALG00010022153	ENSGALG00010023241
ENSGALG00010022153	ENSGALG00010023790
ENSGALG00010022153	ENSGALG00010023801
ENSGALG00010022153	ENSGALG00010023812
ENSGALG00010022153	ENSGALG00010023816
ENSGALG00010022153	ENSGALG00010023825
ENSGALG00010022153	ENSGALG00010024912
ENSGALG00010022153	ENSGALG00010026397
ENSGALG00010022153	ENSGALG00010028907
ENSGALG00010022153	ENSGALG00010028927
ENSGALG00010022153	ENSGALG00010028928
ENSGALG00010022212	ENSGALG00010022768
ENSGALG00010022212	ENSGALG00010023224
ENSGALG00010022212	ENSGALG00010023232
ENSGALG00010022212	ENSGALG00010023236
ENSGALG00010022212	ENSGALG00010023241
ENSGALG00010022212	ENSGALG00010023790
ENSGALG00010022212	ENSGALG00010023801
ENSGALG00010022212	ENSGALG00010023812
ENSGALG00010022212	ENSGALG00010023816
ENSGALG00010022212	ENSGALG00010023825
ENSGALG00010022212	ENSGALG00010024912
ENSGALG00010022212	ENSGALG00010026397
ENSGALG00010022212	ENSGALG00010028907
ENSGALG00010022212	ENSGALG00010028927
ENSGALG00010022212	ENSGALG00010028928
ENSGALG00010022768	ENSGALG00010023224
ENSGALG00010022768	ENSGALG00010023232
ENSGALG00010022768	ENSGALG00010023236
ENSGALG00010022768	ENSGALG00010023241
ENSGALG00010022768	ENSGALG00010023790
ENSGALG00010022768	ENSGALG00010023801
ENSGALG00010022768	ENSGALG00010023812
ENSGALG00010022768	ENSGALG00010023816
ENSGALG00010022768	ENSGALG00010023825
ENSGALG00010022768	ENSGALG00010024912
ENSGALG00010022768	ENSGALG00010026397
ENSGALG00010022768	ENSGALG00010028907
ENSGALG00010022768	ENSGALG00010028927
ENSGALG00010022768	ENSGALG00010028928
ENSGALG00010023224	ENSGALG00010023232
ENSGALG00010023224	ENSGALG00010023236
ENSGALG00010023224	ENSGALG00010023241
ENSGALG00010023224	ENSGALG00010023790
ENSGALG00010023224	ENSGALG00010023801
ENSGALG00010023224	ENSGALG00010023812
ENSGALG00010023224	ENSGALG00010023816
ENSGALG00010023224	ENSGALG00010023825
ENSGALG00010023224	ENSGALG00010024912
ENSGALG00010023224	ENSGALG00010026397
ENSGALG00010023224	ENSGALG00010028907
ENSGALG00010023224	ENSGALG00010028927
ENSGALG00010023224	ENSGALG00010028928
ENSGALG00010023232	ENSGALG00010023236
ENSGALG00010023232	ENSGALG00010023241
ENSGALG00010023232	ENSGALG00010023790
ENSGALG00010023232	ENSGALG00010023801
ENSGALG00010023232	ENSGALG00010023812
ENSGALG00010023232	ENSGALG00010023816
ENSGALG00010023232	ENSGALG00010023825
ENSGALG00010023232	ENSGALG00010024912
ENSGALG00010023232	ENSGALG00010026397
ENSGALG00010023232	ENSGALG00010028907
ENSGALG00010023232	ENSGALG00010028927
ENSGALG00010023232	ENSGALG00010028928
ENSGALG00010023236	ENSGALG00010023241
ENSGALG00010023236	ENSGALG00010023790
ENSGALG00010023236	ENSGALG00010023801
ENSGALG00010023236	ENSGALG00010023812
ENSGALG00010023236	ENSGALG00010023816
ENSGALG00010023236	ENSGALG00010023825
ENSGALG00010023236	ENSGALG00010024912
ENSGALG00010023236	ENSGALG00010026397
ENSGALG00010023236	ENSGALG00010028907
ENSGALG00010023236	ENSGALG00010028927
ENSGALG00010023236	ENSGALG00010028928
ENSGALG00010023241	ENSGALG00010023790
ENSGALG00010023241	ENSGALG00010023801
ENSGALG00010023241	ENSGALG00010023812
ENSGALG00010023241	ENSGALG00010023816
ENSGALG00010023241	ENSGALG00010023825
ENSGALG00010023241	ENSGALG00010024912
ENSGALG00010023241	ENSGALG00010026397
ENSGALG00010023241	ENSGALG00010028907
ENSGALG00010023241	ENSGALG00010028927
ENSGALG00010023241	ENSGALG00010028928
ENSGALG00010023790	ENSGALG00010023801
ENSGALG00010023790	ENSGALG00010023812
ENSGALG00010023790	ENSGALG00010023816
ENSGALG00010023790	ENSGALG00010023825
ENSGALG00010023790	ENSGALG00010024912
ENSGALG00010023790	ENSGALG00010026397
ENSGALG00010023790	ENSGALG00010028907
ENSGALG00010023790	ENSGALG00010028927
ENSGALG00010023790	ENSGALG00010028928
ENSGALG00010023801	ENSGALG00010023812
ENSGALG00010023801	ENSGALG00010023816
ENSGALG00010023801	ENSGALG00010023825
ENSGALG00010023801	ENSGALG00010024912
ENSGALG00010023801	ENSGALG00010026397
ENSGALG00010023801	ENSGALG00010028907
ENSGALG00010023801	ENSGALG00010028927
ENSGALG00010023801	ENSGALG00010028928
ENSGALG00010023812	ENSGALG00010023816
ENSGALG00010023812	ENSGALG00010023825
ENSGALG00010023812	ENSGALG00010024912
ENSGALG00010023812	ENSGALG00010026397
ENSGALG00010023812	ENSGALG00010028907
ENSGALG00010023812	ENSGALG00010028927
ENSGALG00010023812	ENSGALG00010028928
ENSGALG00010023816	ENSGALG00010023825
ENSGALG00010023816	ENSGALG00010024912
ENSGALG00010023816	ENSGALG00010026397
ENSGALG00010023816	ENSGALG00010028907
ENSGALG00010023816	ENSGALG00010028927
ENSGALG00010023816	ENSGALG00010028928
ENSGALG00010023825	ENSGALG00010024912
ENSGALG00010023825	ENSGALG00010026397
ENSGALG00010023825	ENSGALG00010028907
ENSGALG00010023825	ENSGALG00010028927
ENSGALG00010023825	ENSGALG00010028928
ENSGALG00010024912	ENSGALG00010026397
ENSGALG00010024912	ENSGALG00010028907
ENSGALG00010024912	ENSGALG00010028927
ENSGALG00010024912	ENSGALG00010028928
ENSGALG00010026397	ENSGALG00010028907
ENSGALG00010026397	ENSGALG00010028927
ENSGALG00010026397	ENSGALG00010028928
ENSGALG00010028907	ENSGALG00010028927
ENSGALG00010028907	ENSGALG00010028928
ENSGALG00010028927	ENSGALG00010028928
ENSGALG00010000813	ENSGALG00010011125
ENSGALG00010000813	ENSGALG00010013833
ENSGALG00010000813	ENSGALG00010015090
ENSGALG00010000813	ENSGALG00010015105
ENSGALG00010000813	ENSGALG00010017861
ENSGALG00010000813	ENSGALG00010022287
ENSGALG00010000813	ENSGALG00010022782
ENSGALG00010000813	ENSGALG00010023495
ENSGALG00010000813	ENSGALG00010023501
ENSGALG00010000813	ENSGALG00010023541
ENSGALG00010000813	ENSGALG00010023615
ENSGALG00010000813	ENSGALG00010023678
ENSGALG00010000813	ENSGALG00010023723
ENSGALG00010000813	ENSGALG00010023729
ENSGALG00010000813	ENSGALG00010023756
ENSGALG00010000813	ENSGALG00010023782
ENSGALG00010000813	ENSGALG00010023814
ENSGALG00010000813	ENSGALG00010023834
ENSGALG00010000813	ENSGALG00010023893
ENSGALG00010000813	ENSGALG00010023952
ENSGALG00010000813	ENSGALG00010026260
ENSGALG00010000813	ENSGALG00010027126
ENSGALG00010000813	ENSGALG00010027371
ENSGALG00010000813	ENSGALG00010027425
ENSGALG00010011125	ENSGALG00010013833
ENSGALG00010011125	ENSGALG00010015090
ENSGALG00010011125	ENSGALG00010015105
ENSGALG00010011125	ENSGALG00010017861
ENSGALG00010011125	ENSGALG00010022287
ENSGALG00010011125	ENSGALG00010022782
ENSGALG00010011125	ENSGALG00010023495
ENSGALG00010011125	ENSGALG00010023501
ENSGALG00010011125	ENSGALG00010023541
ENSGALG00010011125	ENSGALG00010023615
ENSGALG00010011125	ENSGALG00010023678
ENSGALG00010011125	ENSGALG00010023723
ENSGALG00010011125	ENSGALG00010023729
ENSGALG00010011125	ENSGALG00010023756
ENSGALG00010011125	ENSGALG00010023782
ENSGALG00010011125	ENSGALG00010023814
ENSGALG00010011125	ENSGALG00010023834
ENSGALG00010011125	ENSGALG00010023893
ENSGALG00010011125	ENSGALG00010023952
ENSGALG00010011125	ENSGALG00010026260
ENSGALG00010011125	ENSGALG00010027126
ENSGALG00010011125	ENSGALG00010027371
ENSGALG00010011125	ENSGALG00010027425
ENSGALG00010013833	ENSGALG00010015090
ENSGALG00010013833	ENSGALG00010015105
ENSGALG00010013833	ENSGALG00010017861
ENSGALG00010013833	ENSGALG00010022287
ENSGALG00010013833	ENSGALG00010022782
ENSGALG00010013833	ENSGALG00010023495
ENSGALG00010013833	ENSGALG00010023501
ENSGALG00010013833	ENSGALG00010023541
ENSGALG00010013833	ENSGALG00010023615
ENSGALG00010013833	ENSGALG00010023678
ENSGALG00010013833	ENSGALG00010023723
ENSGALG00010013833	ENSGALG00010023729
ENSGALG00010013833	ENSGALG00010023756
ENSGALG00010013833	ENSGALG00010023782
ENSGALG00010013833	ENSGALG00010023814
ENSGALG00010013833	ENSGALG00010023834
ENSGALG00010013833	ENSGALG00010023893
ENSGALG00010013833	ENSGALG00010023952
ENSGALG00010013833	ENSGALG00010026260
ENSGALG00010013833	ENSGALG00010027126
ENSGALG00010013833	ENSGALG00010027371
ENSGALG00010013833	ENSGALG00010027425
ENSGALG00010015090	ENSGALG00010015105
ENSGALG00010015090	ENSGALG00010017861
ENSGALG00010015090	ENSGALG00010022287
ENSGALG00010015090	ENSGALG00010022782
ENSGALG00010015090	ENSGALG00010023495
ENSGALG00010015090	ENSGALG00010023501
ENSGALG00010015090	ENSGALG00010023541
ENSGALG00010015090	ENSGALG00010023615
ENSGALG00010015090	ENSGALG00010023678
ENSGALG00010015090	ENSGALG00010023723
ENSGALG00010015090	ENSGALG00010023729
ENSGALG00010015090	ENSGALG00010023756
ENSGALG00010015090	ENSGALG00010023782
ENSGALG00010015090	ENSGALG00010023814
ENSGALG00010015090	ENSGALG00010023834
ENSGALG00010015090	ENSGALG00010023893
ENSGALG00010015090	ENSGALG00010023952
ENSGALG00010015090	ENSGALG00010026260
ENSGALG00010015090	ENSGALG00010027126
ENSGALG00010015090	ENSGALG00010027371
ENSGALG00010015090	ENSGALG00010027425
ENSGALG00010015105	ENSGALG00010017861
ENSGALG00010015105	ENSGALG00010022287
ENSGALG00010015105	ENSGALG00010022782
ENSGALG00010015105	ENSGALG00010023495
ENSGALG00010015105	ENSGALG00010023501
ENSGALG00010015105	ENSGALG00010023541
ENSGALG00010015105	ENSGALG00010023615
ENSGALG00010015105	ENSGALG00010023678
ENSGALG00010015105	ENSGALG00010023723
ENSGALG00010015105	ENSGALG00010023729
ENSGALG00010015105	ENSGALG00010023756
ENSGALG00010015105	ENSGALG00010023782
ENSGALG00010015105	ENSGALG00010023814
ENSGALG00010015105	ENSGALG00010023834
ENSGALG00010015105	ENSGALG00010023893
ENSGALG00010015105	ENSGALG00010023952
ENSGALG00010015105	ENSGALG00010026260
ENSGALG00010015105	ENSGALG00010027126
ENSGALG00010015105	ENSGALG00010027371
ENSGALG00010015105	ENSGALG00010027425
ENSGALG00010017861	ENSGALG00010022287
ENSGALG00010017861	ENSGALG00010022782
ENSGALG00010017861	ENSGALG00010023495
ENSGALG00010017861	ENSGALG00010023501
ENSGALG00010017861	ENSGALG00010023541
ENSGALG00010017861	ENSGALG00010023615
ENSGALG00010017861	ENSGALG00010023678
ENSGALG00010017861	ENSGALG00010023723
ENSGALG00010017861	ENSGALG00010023729
ENSGALG00010017861	ENSGALG00010023756
ENSGALG00010017861	ENSGALG00010023782
ENSGALG00010017861	ENSGALG00010023814
ENSGALG00010017861	ENSGALG00010023834
ENSGALG00010017861	ENSGALG00010023893
ENSGALG00010017861	ENSGALG00010023952
ENSGALG00010017861	ENSGALG00010026260
ENSGALG00010017861	ENSGALG00010027126
ENSGALG00010017861	ENSGALG00010027371
ENSGALG00010017861	ENSGALG00010027425
ENSGALG00010022287	ENSGALG00010022782
ENSGALG00010022287	ENSGALG00010023495
ENSGALG00010022287	ENSGALG00010023501
ENSGALG00010022287	ENSGALG00010023541
ENSGALG00010022287	ENSGALG00010023615
ENSGALG00010022287	ENSGALG00010023678
ENSGALG00010022287	ENSGALG00010023723
ENSGALG00010022287	ENSGALG00010023729
ENSGALG00010022287	ENSGALG00010023756
ENSGALG00010022287	ENSGALG00010023782
ENSGALG00010022287	ENSGALG00010023814
ENSGALG00010022287	ENSGALG00010023834
ENSGALG00010022287	ENSGALG00010023893
ENSGALG00010022287	ENSGALG00010023952
ENSGALG00010022287	ENSGALG00010026260
ENSGALG00010022287	ENSGALG00010027126
ENSGALG00010022287	ENSGALG00010027371
ENSGALG00010022287	ENSGALG00010027425
ENSGALG00010022782	ENSGALG00010023495
ENSGALG00010022782	ENSGALG00010023501
ENSGALG00010022782	ENSGALG00010023541
ENSGALG00010022782	ENSGALG00010023615
ENSGALG00010022782	ENSGALG00010023678
ENSGALG00010022782	ENSGALG00010023723
ENSGALG00010022782	ENSGALG00010023729
ENSGALG00010022782	ENSGALG00010023756
ENSGALG00010022782	ENSGALG00010023782
ENSGALG00010022782	ENSGALG00010023814
ENSGALG00010022782	ENSGALG00010023834
ENSGALG00010022782	ENSGALG00010023893
ENSGALG00010022782	ENSGALG00010023952
ENSGALG00010022782	ENSGALG00010026260
ENSGALG00010022782	ENSGALG00010027126
ENSGALG00010022782	ENSGALG00010027371
ENSGALG00010022782	ENSGALG00010027425
ENSGALG00010023495	ENSGALG00010023501
ENSGALG00010023495	ENSGALG00010023541
ENSGALG00010023495	ENSGALG00010023615
ENSGALG00010023495	ENSGALG00010023678
ENSGALG00010023495	ENSGALG00010023723
ENSGALG00010023495	ENSGALG00010023729
ENSGALG00010023495	ENSGALG00010023756
ENSGALG00010023495	ENSGALG00010023782
ENSGALG00010023495	ENSGALG00010023814
ENSGALG00010023495	ENSGALG00010023834
ENSGALG00010023495	ENSGALG00010023893
ENSGALG00010023495	ENSGALG00010023952
ENSGALG00010023495	ENSGALG00010026260
ENSGALG00010023495	ENSGALG00010027126
ENSGALG00010023495	ENSGALG00010027371
ENSGALG00010023495	ENSGALG00010027425
ENSGALG00010023501	ENSGALG00010023541
ENSGALG00010023501	ENSGALG00010023615
ENSGALG00010023501	ENSGALG00010023678
ENSGALG00010023501	ENSGALG00010023723
ENSGALG00010023501	ENSGALG00010023729
ENSGALG00010023501	ENSGALG00010023756
ENSGALG00010023501	ENSGALG00010023782
ENSGALG00010023501	ENSGALG00010023814
