Ohno1	Ohno2	Symbol1	Symbol2
PMZ_0048462	PMZ_0026392	PMZ_0048462	PMZ_0026392
MSTRG.6002	MSTRG.10700	MSTRG.6002	MSTRG.10700
MSTRG.5545	MSTRG.846	MSTRG.5545	MSTRG.846
MSTRG.1622	MSTRG.10657	MSTRG.1622	MSTRG.10657
MSTRG.14404	MSTRG.2140	MSTRG.14404	MSTRG.2140
MSTRG.9184	MSTRG.2202	MSTRG.9184	MSTRG.2202
MSTRG.13735	MSTRG.8761	MSTRG.13735	MSTRG.8761
MSTRG.8944	MSTRG.5986	MSTRG.8944	MSTRG.5986
MSTRG.13587	MSTRG.11698	MSTRG.13587	MSTRG.11698
MSTRG.7447	MSTRG.13769	MSTRG.7447	MSTRG.13769
MSTRG.3742	MSTRG.13370	MSTRG.3742	MSTRG.13370
MSTRG.8403	MSTRG.10835	MSTRG.8403	MSTRG.10835
MSTRG.1138	MSTRG.4523	MSTRG.1138	MSTRG.4523
MSTRG.8351	MSTRG.10926	MSTRG.8351	MSTRG.10926
MSTRG.36	MSTRG.1002	MSTRG.36	MSTRG.1002
MSTRG.8323	MSTRG.3878	MSTRG.8323	MSTRG.3878
MSTRG.15259	MSTRG.14698	MSTRG.15259	MSTRG.14698
MSTRG.13829	MSTRG.7582	MSTRG.13829	MSTRG.7582
MSTRG.9802	MSTRG.5214	MSTRG.9802	MSTRG.5214
MSTRG.2098	MSTRG.1679	MSTRG.2098	MSTRG.1679
MSTRG.6137	MSTRG.9102	MSTRG.6137	MSTRG.9102
PMZ_0032787	MSTRG.4665	PMZ_0032787	MSTRG.4665
MSTRG.2202	MSTRG.10606	MSTRG.2202	MSTRG.10606
MSTRG.11122	MSTRG.6715	MSTRG.11122	MSTRG.6715
PMZ_0026523	PMZ_0020064	PMZ_0026523	PMZ_0020064
MSTRG.5653	MSTRG.6643	MSTRG.5653	MSTRG.6643
MSTRG.10664	MSTRG.6013	MSTRG.10664	MSTRG.6013
MSTRG.9809	MSTRG.2836	MSTRG.9809	MSTRG.2836
MSTRG.5429	MSTRG.9945	MSTRG.5429	MSTRG.9945
MSTRG.8132	MSTRG.18107	MSTRG.8132	MSTRG.18107
MSTRG.6539	MSTRG.5813	MSTRG.6539	MSTRG.5813
MSTRG.11832	MSTRG.24	MSTRG.11832	MSTRG.24
MSTRG.6835	MSTRG.10878	MSTRG.6835	MSTRG.10878
MSTRG.2869	MSTRG.8171	MSTRG.2869	MSTRG.8171
MSTRG.9069	MSTRG.1853	MSTRG.9069	MSTRG.1853
MSTRG.10398	MSTRG.15997	MSTRG.10398	MSTRG.15997
MSTRG.2066	MSTRG.9111	MSTRG.2066	MSTRG.9111
PMZ_0041183	PMZ_0045409	PMZ_0041183	PMZ_0045409
MSTRG.4752	MSTRG.4143	MSTRG.4752	MSTRG.4143
MSTRG.11582	MSTRG.16568	MSTRG.11582	MSTRG.16568
PMZ_0000853	PMZ_0020064	PMZ_0000853	PMZ_0020064
MSTRG.15102	MSTRG.922	MSTRG.15102	MSTRG.922
MSTRG.7358	MSTRG.4005	MSTRG.7358	MSTRG.4005
PMZ_0032194	MSTRG.18385	PMZ_0032194	MSTRG.18385
MSTRG.1967	MSTRG.9100	MSTRG.1967	MSTRG.9100
MSTRG.1554	MSTRG.2241	MSTRG.1554	MSTRG.2241
MSTRG.1854	MSTRG.14476	MSTRG.1854	MSTRG.14476
MSTRG.14272	MSTRG.2228	MSTRG.14272	MSTRG.2228
MSTRG.7676	MSTRG.2572	MSTRG.7676	MSTRG.2572
MSTRG.9361	MSTRG.12026	MSTRG.9361	MSTRG.12026
MSTRG.10682	MSTRG.1877	MSTRG.10682	MSTRG.1877
MSTRG.16053	PMZ_0040741	MSTRG.16053	PMZ_0040741
MSTRG.1404	MSTRG.5647	MSTRG.1404	MSTRG.5647
MSTRG.9839	MSTRG.5128	MSTRG.9839	MSTRG.5128
MSTRG.9428	MSTRG.12006	MSTRG.9428	MSTRG.12006
MSTRG.7058	MSTRG.3439	MSTRG.7058	MSTRG.3439
MSTRG.3723	MSTRG.10826	MSTRG.3723	MSTRG.10826
MSTRG.11088	MSTRG.3486	MSTRG.11088	MSTRG.3486
MSTRG.9075	MSTRG.1557	MSTRG.9075	MSTRG.1557
MSTRG.3494	MSTRG.17018	MSTRG.3494	MSTRG.17018
MSTRG.4927	MSTRG.12694	MSTRG.4927	MSTRG.12694
MSTRG.5994	MSTRG.2313	MSTRG.5994	MSTRG.2313
MSTRG.6352	MSTRG.4485	MSTRG.6352	MSTRG.4485
MSTRG.4113	MSTRG.12374	MSTRG.4113	MSTRG.12374
MSTRG.12230	MSTRG.4156	MSTRG.12230	MSTRG.4156
MSTRG.5083	MSTRG.13296	MSTRG.5083	MSTRG.13296
PMZ_0007309	PMZ_0001162	PMZ_0007309	PMZ_0001162
PMZ_0044348	MSTRG.2387	PMZ_0044348	MSTRG.2387
MSTRG.8918	MSTRG.4105	MSTRG.8918	MSTRG.4105
MSTRG.1918	MSTRG.9002	MSTRG.1918	MSTRG.9002
MSTRG.12814	MSTRG.1953	MSTRG.12814	MSTRG.1953
MSTRG.13708	MSTRG.7477	MSTRG.13708	MSTRG.7477
MSTRG.11131	MSTRG.6897	MSTRG.11131	MSTRG.6897
MSTRG.9362	MSTRG.10812	MSTRG.9362	MSTRG.10812
MSTRG.561	MSTRG.15055	MSTRG.561	MSTRG.15055
MSTRG.2065	MSTRG.1694	MSTRG.2065	MSTRG.1694
PMZ_0042983	MSTRG.3946	PMZ_0042983	MSTRG.3946
MSTRG.8387	MSTRG.9315	MSTRG.8387	MSTRG.9315
MSTRG.15807	MSTRG.8703	MSTRG.15807	MSTRG.8703
MSTRG.1053	MSTRG.15006	MSTRG.1053	MSTRG.15006
MSTRG.4838	MSTRG.18696	MSTRG.4838	MSTRG.18696
PMZ_0018776	PMZ_0023077	PMZ_0018776	PMZ_0023077
MSTRG.17355	MSTRG.11991	MSTRG.17355	MSTRG.11991
MSTRG.217	MSTRG.6400	MSTRG.217	MSTRG.6400
MSTRG.15342	MSTRG.17839	MSTRG.15342	MSTRG.17839
MSTRG.5216	MSTRG.2625	MSTRG.5216	MSTRG.2625
MSTRG.2129	MSTRG.6097	MSTRG.2129	MSTRG.6097
MSTRG.12392	MSTRG.8769	MSTRG.12392	MSTRG.8769
PMZ_0001163	PMZ_0036250	PMZ_0001163	PMZ_0036250
MSTRG.1595	MSTRG.6121	MSTRG.1595	MSTRG.6121
MSTRG.13745	MSTRG.16250	MSTRG.13745	MSTRG.16250
MSTRG.8791	MSTRG.15306	MSTRG.8791	MSTRG.15306
MSTRG.13783	MSTRG.16251	MSTRG.13783	MSTRG.16251
MSTRG.3510	MSTRG.7106	MSTRG.3510	MSTRG.7106
MSTRG.10287	MSTRG.12929	MSTRG.10287	MSTRG.12929
MSTRG.7568	MSTRG.16251	MSTRG.7568	MSTRG.16251
MSTRG.8374	MSTRG.11958	MSTRG.8374	MSTRG.11958
MSTRG.6896	MSTRG.4713	MSTRG.6896	MSTRG.4713
MSTRG.2050	MSTRG.6121	MSTRG.2050	MSTRG.6121
MSTRG.16249	MSTRG.8828	MSTRG.16249	MSTRG.8828
MSTRG.7647	MSTRG.12176	MSTRG.7647	MSTRG.12176
MSTRG.4325	MSTRG.1152	MSTRG.4325	MSTRG.1152
MSTRG.8356	MSTRG.10842	MSTRG.8356	MSTRG.10842
PMZ_0048440	PMZ_0036708	PMZ_0048440	PMZ_0036708
MSTRG.8832	MSTRG.7550	MSTRG.8832	MSTRG.7550
MSTRG.2010	MSTRG.5911	MSTRG.2010	MSTRG.5911
MSTRG.2327	MSTRG.5114	MSTRG.2327	MSTRG.5114
MSTRG.14458	MSTRG.9057	MSTRG.14458	MSTRG.9057
MSTRG.2040	MSTRG.8962	MSTRG.2040	MSTRG.8962
MSTRG.667	PMZ_0031648	MSTRG.667	PMZ_0031648
MSTRG.7668	MSTRG.12566	MSTRG.7668	MSTRG.12566
MSTRG.8555	PMZ_0043940	MSTRG.8555	PMZ_0043940
MSTRG.9304	MSTRG.11967	MSTRG.9304	MSTRG.11967
MSTRG.15784	MSTRG.8595	MSTRG.15784	MSTRG.8595
MSTRG.4131	MSTRG.8791	MSTRG.4131	MSTRG.8791
MSTRG.10941	MSTRG.16493	MSTRG.10941	MSTRG.16493
MSTRG.2774	MSTRG.14236	MSTRG.2774	MSTRG.14236
MSTRG.15569	MSTRG.2843	MSTRG.15569	MSTRG.2843
PMZ_0048462	PMZ_0048439	PMZ_0048462	PMZ_0048439
MSTRG.18193	MSTRG.6006	MSTRG.18193	MSTRG.6006
MSTRG.12397	MSTRG.13735	MSTRG.12397	MSTRG.13735
PMZ_0043790	MSTRG.3257	PMZ_0043790	MSTRG.3257
MSTRG.922	MSTRG.164	MSTRG.922	MSTRG.164
MSTRG.15997	MSTRG.8088	MSTRG.15997	MSTRG.8088
MSTRG.4888	PMZ_0012925	MSTRG.4888	PMZ_0012925
MSTRG.1648	MSTRG.6105	MSTRG.1648	MSTRG.6105
MSTRG.5994	PMZ_0038282	MSTRG.5994	PMZ_0038282
MSTRG.11872	MSTRG.13410	MSTRG.11872	MSTRG.13410
MSTRG.2082	MSTRG.10630	MSTRG.2082	MSTRG.10630
MSTRG.17226	MSTRG.15563	MSTRG.17226	MSTRG.15563
MSTRG.5009	MSTRG.12732	MSTRG.5009	MSTRG.12732
MSTRG.1170	MSTRG.12605	MSTRG.1170	MSTRG.12605
MSTRG.4954	MSTRG.7979	MSTRG.4954	MSTRG.7979
MSTRG.8411	MSTRG.3746	MSTRG.8411	MSTRG.3746
MSTRG.4077	MSTRG.8791	MSTRG.4077	MSTRG.8791
PMZ_0000732	MSTRG.9936	PMZ_0000732	MSTRG.9936
PMZ_0029792	MSTRG.1810	PMZ_0029792	MSTRG.1810
MSTRG.7095	PMZ_0032226	MSTRG.7095	PMZ_0032226
MSTRG.2150	MSTRG.9198	MSTRG.2150	MSTRG.9198
MSTRG.11778	MSTRG.13550	MSTRG.11778	MSTRG.13550
MSTRG.3159	MSTRG.11443	MSTRG.3159	MSTRG.11443
MSTRG.13053	MSTRG.9931	MSTRG.13053	MSTRG.9931
MSTRG.6995	PMZ_0026589	MSTRG.6995	PMZ_0026589
MSTRG.6161	MSTRG.2378	MSTRG.6161	MSTRG.2378
PMZ_0034292	MSTRG.8339	PMZ_0034292	MSTRG.8339
MSTRG.16500	MSTRG.8322	MSTRG.16500	MSTRG.8322
PMZ_0032787	MSTRG.1259	PMZ_0032787	MSTRG.1259
MSTRG.5726	MSTRG.6510	MSTRG.5726	MSTRG.6510
MSTRG.13842	MSTRG.9689	MSTRG.13842	MSTRG.9689
MSTRG.13763	MSTRG.7445	MSTRG.13763	MSTRG.7445
MSTRG.1124	MSTRG.800	MSTRG.1124	MSTRG.800
MSTRG.9664	MSTRG.2689	MSTRG.9664	MSTRG.2689
PMZ_0007693	MSTRG.7755	PMZ_0007693	MSTRG.7755
MSTRG.291	MSTRG.14211	MSTRG.291	MSTRG.14211
MSTRG.9209	MSTRG.13381	MSTRG.9209	MSTRG.13381
MSTRG.5152	MSTRG.2524	MSTRG.5152	MSTRG.2524
PMZ_0041045	MSTRG.577	PMZ_0041045	MSTRG.577
MSTRG.5067	MSTRG.13323	MSTRG.5067	MSTRG.13323
MSTRG.7880	MSTRG.14688	MSTRG.7880	MSTRG.14688
MSTRG.87	MSTRG.12124	MSTRG.87	MSTRG.12124
MSTRG.4105	MSTRG.13712	MSTRG.4105	MSTRG.13712
MSTRG.17368	MSTRG.1414	MSTRG.17368	MSTRG.1414
MSTRG.6161	MSTRG.1810	MSTRG.6161	MSTRG.1810
MSTRG.3586	MSTRG.10232	MSTRG.3586	MSTRG.10232
MSTRG.619	MSTRG.128	MSTRG.619	MSTRG.128
MSTRG.23426	MSTRG.15609	MSTRG.23426	MSTRG.15609
MSTRG.8787	MSTRG.12338	MSTRG.8787	MSTRG.12338
MSTRG.14493	MSTRG.1973	MSTRG.14493	MSTRG.1973
MSTRG.8795	MSTRG.4130	MSTRG.8795	MSTRG.4130
MSTRG.13842	PMZ_0003949	MSTRG.13842	PMZ_0003949
MSTRG.6352	MSTRG.573	MSTRG.6352	MSTRG.573
MSTRG.15096	MSTRG.192	MSTRG.15096	MSTRG.192
MSTRG.12399	MSTRG.2560	MSTRG.12399	MSTRG.2560
MSTRG.6029	MSTRG.1605	MSTRG.6029	MSTRG.1605
MSTRG.7095	MSTRG.13013	MSTRG.7095	MSTRG.13013
MSTRG.7706	MSTRG.13116	MSTRG.7706	MSTRG.13116
MSTRG.16178	MSTRG.856	MSTRG.16178	MSTRG.856
MSTRG.15434	MSTRG.19266	MSTRG.15434	MSTRG.19266
MSTRG.729	MSTRG.5456	MSTRG.729	MSTRG.5456
MSTRG.15342	MSTRG.6971	MSTRG.15342	MSTRG.6971
MSTRG.9235	MSTRG.17402	MSTRG.9235	MSTRG.17402
PMZ_0041592	MSTRG.15976	PMZ_0041592	MSTRG.15976
MSTRG.11137	MSTRG.1436	MSTRG.11137	MSTRG.1436
MSTRG.9185	MSTRG.6081	MSTRG.9185	MSTRG.6081
MSTRG.17898	MSTRG.2377	MSTRG.17898	MSTRG.2377
MSTRG.14263	MSTRG.9827	MSTRG.14263	MSTRG.9827
MSTRG.1211	MSTRG.12623	MSTRG.1211	MSTRG.12623
MSTRG.8408	PMZ_0042060	MSTRG.8408	PMZ_0042060
MSTRG.4054	MSTRG.12359	MSTRG.4054	MSTRG.12359
MSTRG.10432	MSTRG.7985	MSTRG.10432	MSTRG.7985
MSTRG.9160	MSTRG.2196	MSTRG.9160	MSTRG.2196
MSTRG.17832	MSTRG.10203	MSTRG.17832	MSTRG.10203
MSTRG.9500	MSTRG.1328	MSTRG.9500	MSTRG.1328
PMZ_0006259	PMZ_0010040	PMZ_0006259	PMZ_0010040
MSTRG.13273	MSTRG.14846	MSTRG.13273	MSTRG.14846
MSTRG.17235	MSTRG.9785	MSTRG.17235	MSTRG.9785
MSTRG.18720	MSTRG.17355	MSTRG.18720	MSTRG.17355
MSTRG.2477	MSTRG.5232	MSTRG.2477	MSTRG.5232
MSTRG.15191	MSTRG.7452	MSTRG.15191	MSTRG.7452
MSTRG.12021	PMZ_0023077	MSTRG.12021	PMZ_0023077
MSTRG.2484	MSTRG.5243	MSTRG.2484	MSTRG.5243
MSTRG.42	MSTRG.1020	MSTRG.42	MSTRG.1020
MSTRG.15159	MSTRG.8841	MSTRG.15159	MSTRG.8841
MSTRG.2114	MSTRG.1605	MSTRG.2114	MSTRG.1605
PMZ_0040775	PMZ_0044180	PMZ_0040775	PMZ_0044180
PMZ_0001889	PMZ_0005155	PMZ_0001889	PMZ_0005155
PMZ_0001162	PMZ_0048547	PMZ_0001162	PMZ_0048547
MSTRG.6376	MSTRG.11887	MSTRG.6376	MSTRG.11887
MSTRG.16138	PMZ_0014973	MSTRG.16138	PMZ_0014973
MSTRG.2074	MSTRG.1969	MSTRG.2074	MSTRG.1969
MSTRG.1955	MSTRG.9086	MSTRG.1955	MSTRG.9086
MSTRG.16590	MSTRG.11035	MSTRG.16590	MSTRG.11035
MSTRG.9291	MSTRG.3733	MSTRG.9291	MSTRG.3733
MSTRG.6757	MSTRG.14464	MSTRG.6757	MSTRG.14464
MSTRG.12123	MSTRG.3689	MSTRG.12123	MSTRG.3689
MSTRG.7263	MSTRG.15818	MSTRG.7263	MSTRG.15818
MSTRG.6752	MSTRG.4568	MSTRG.6752	MSTRG.4568
MSTRG.3768	PMZ_0023077	MSTRG.3768	PMZ_0023077
MSTRG.4752	MSTRG.8704	MSTRG.4752	MSTRG.8704
MSTRG.6692	MSTRG.5698	MSTRG.6692	MSTRG.5698
MSTRG.13757	MSTRG.4187	MSTRG.13757	MSTRG.4187
MSTRG.3842	MSTRG.9242	MSTRG.3842	MSTRG.9242
MSTRG.10229	MSTRG.3488	MSTRG.10229	MSTRG.3488
MSTRG.6877	MSTRG.17369	MSTRG.6877	MSTRG.17369
MSTRG.7707	MSTRG.10170	MSTRG.7707	MSTRG.10170
MSTRG.3036	MSTRG.11501	MSTRG.3036	MSTRG.11501
MSTRG.12071	MSTRG.9354	MSTRG.12071	MSTRG.9354
MSTRG.12899	MSTRG.7081	MSTRG.12899	MSTRG.7081
MSTRG.10083	MSTRG.5872	MSTRG.10083	MSTRG.5872
MSTRG.11273	MSTRG.6922	MSTRG.11273	MSTRG.6922
MSTRG.3897	MSTRG.13059	MSTRG.3897	MSTRG.13059
MSTRG.2210	MSTRG.6085	MSTRG.2210	MSTRG.6085
MSTRG.6323	MSTRG.607	MSTRG.6323	MSTRG.607
MSTRG.3901	MSTRG.9427	MSTRG.3901	MSTRG.9427
MSTRG.15871	MSTRG.7918	MSTRG.15871	MSTRG.7918
MSTRG.754	MSTRG.9933	MSTRG.754	MSTRG.9933
MSTRG.4561	MSTRG.11052	MSTRG.4561	MSTRG.11052
MSTRG.5124	MSTRG.2640	MSTRG.5124	MSTRG.2640
MSTRG.19964	MSTRG.9329	MSTRG.19964	MSTRG.9329
MSTRG.14950	MSTRG.18270	MSTRG.14950	MSTRG.18270
MSTRG.14515	MSTRG.1729	MSTRG.14515	MSTRG.1729
MSTRG.4851	MSTRG.12803	MSTRG.4851	MSTRG.12803
MSTRG.3552	MSTRG.13042	MSTRG.3552	MSTRG.13042
MSTRG.20077	MSTRG.17363	MSTRG.20077	MSTRG.17363
PMZ_0048233	PMZ_0001162	PMZ_0048233	PMZ_0001162
MSTRG.9104	MSTRG.6086	MSTRG.9104	MSTRG.6086
MSTRG.10129	MSTRG.3192	MSTRG.10129	MSTRG.3192
MSTRG.547	MSTRG.6250	MSTRG.547	MSTRG.6250
MSTRG.5196	MSTRG.15618	MSTRG.5196	MSTRG.15618
MSTRG.5097	PMZ_0040471	MSTRG.5097	PMZ_0040471
MSTRG.4491	MSTRG.6383	MSTRG.4491	MSTRG.6383
MSTRG.14884	MSTRG.17043	MSTRG.14884	MSTRG.17043
MSTRG.3832	MSTRG.8403	MSTRG.3832	MSTRG.8403
MSTRG.8769	MSTRG.4163	MSTRG.8769	MSTRG.4163
MSTRG.16112	MSTRG.9436	MSTRG.16112	MSTRG.9436
MSTRG.1061	MSTRG.6931	MSTRG.1061	MSTRG.6931
PMZ_0016196	MSTRG.575	PMZ_0016196	MSTRG.575
PMZ_0048462	PMZ_0048536	PMZ_0048462	PMZ_0048536
MSTRG.8796	MSTRG.4128	MSTRG.8796	MSTRG.4128
MSTRG.8834	MSTRG.15170	MSTRG.8834	MSTRG.15170
MSTRG.19562	MSTRG.1603	MSTRG.19562	MSTRG.1603
MSTRG.15159	MSTRG.4187	MSTRG.15159	MSTRG.4187
MSTRG.9672	MSTRG.5202	MSTRG.9672	MSTRG.5202
MSTRG.6425	MSTRG.23211	MSTRG.6425	MSTRG.23211
MSTRG.10423	MSTRG.9118	MSTRG.10423	MSTRG.9118
MSTRG.2022	MSTRG.9143	MSTRG.2022	MSTRG.9143
MSTRG.8805	MSTRG.7540	MSTRG.8805	MSTRG.7540
MSTRG.18025	MSTRG.22683	MSTRG.18025	MSTRG.22683
MSTRG.10168	MSTRG.3814	MSTRG.10168	MSTRG.3814
MSTRG.7545	MSTRG.12385	MSTRG.7545	MSTRG.12385
MSTRG.5278	MSTRG.2529	MSTRG.5278	MSTRG.2529
MSTRG.13639	MSTRG.11682	MSTRG.13639	MSTRG.11682
MSTRG.16237	MSTRG.13769	MSTRG.16237	MSTRG.13769
MSTRG.4919	PMZ_0043686	MSTRG.4919	PMZ_0043686
PMZ_0038776	MSTRG.14019	PMZ_0038776	MSTRG.14019
MSTRG.12018	MSTRG.10847	MSTRG.12018	MSTRG.10847
MSTRG.9326	MSTRG.10775	MSTRG.9326	MSTRG.10775
MSTRG.4066	MSTRG.16237	MSTRG.4066	MSTRG.16237
MSTRG.5740	MSTRG.6588	MSTRG.5740	MSTRG.6588
MSTRG.13178	MSTRG.12467	MSTRG.13178	MSTRG.12467
MSTRG.12527	MSTRG.7747	MSTRG.12527	MSTRG.7747
MSTRG.2995	MSTRG.11474	MSTRG.2995	MSTRG.11474
MSTRG.14481	MSTRG.6132	MSTRG.14481	MSTRG.6132
MSTRG.10699	MSTRG.1569	MSTRG.10699	MSTRG.1569
MSTRG.8099	MSTRG.878	MSTRG.8099	MSTRG.878
MSTRG.5652	MSTRG.6641	MSTRG.5652	MSTRG.6641
PMZ_0001410	MSTRG.1183	PMZ_0001410	MSTRG.1183
MSTRG.12026	MSTRG.10916	MSTRG.12026	MSTRG.10916
PMZ_0036215	PMZ_0031492	PMZ_0036215	PMZ_0031492
MSTRG.12558	MSTRG.7867	MSTRG.12558	MSTRG.7867
MSTRG.7095	MSTRG.17852	MSTRG.7095	MSTRG.17852
MSTRG.7180	MSTRG.3363	MSTRG.7180	MSTRG.3363
MSTRG.18160	MSTRG.1881	MSTRG.18160	MSTRG.1881
MSTRG.1637	MSTRG.2305	MSTRG.1637	MSTRG.2305
MSTRG.12176	MSTRG.8754	MSTRG.12176	MSTRG.8754
MSTRG.16512	MSTRG.10880	MSTRG.16512	MSTRG.10880
MSTRG.1678	MSTRG.2082	MSTRG.1678	MSTRG.2082
MSTRG.13842	MSTRG.7857	MSTRG.13842	MSTRG.7857
MSTRG.4816	MSTRG.14588	MSTRG.4816	MSTRG.14588
MSTRG.7957	MSTRG.10428	MSTRG.7957	MSTRG.10428
MSTRG.5482	MSTRG.14849	MSTRG.5482	MSTRG.14849
MSTRG.5989	MSTRG.2079	MSTRG.5989	MSTRG.2079
MSTRG.12115	MSTRG.6615	MSTRG.12115	MSTRG.6615
PMZ_0026392	PMZ_0048586	PMZ_0026392	PMZ_0048586
MSTRG.943	MSTRG.5453	MSTRG.943	MSTRG.5453
MSTRG.202	MSTRG.15065	MSTRG.202	MSTRG.15065
PMZ_0001162	MSTRG.8111	PMZ_0001162	MSTRG.8111
PMZ_0048599	PMZ_0048603	PMZ_0048599	PMZ_0048603
MSTRG.4239	MSTRG.10421	MSTRG.4239	MSTRG.10421
MSTRG.17447	MSTRG.12064	MSTRG.17447	MSTRG.12064
MSTRG.7048	MSTRG.12881	MSTRG.7048	MSTRG.12881
MSTRG.4080	MSTRG.8824	MSTRG.4080	MSTRG.8824
MSTRG.9098	MSTRG.1969	MSTRG.9098	MSTRG.1969
MSTRG.11093	MSTRG.6738	MSTRG.11093	MSTRG.6738
MSTRG.9361	MSTRG.10916	MSTRG.9361	MSTRG.10916
MSTRG.2684	MSTRG.5173	MSTRG.2684	MSTRG.5173
MSTRG.8740	MSTRG.4100	MSTRG.8740	MSTRG.4100
MSTRG.6108	MSTRG.2266	MSTRG.6108	MSTRG.2266
PMZ_0032226	MSTRG.13013	PMZ_0032226	MSTRG.13013
MSTRG.1501	MSTRG.2938	MSTRG.1501	MSTRG.2938
MSTRG.11473	MSTRG.3095	MSTRG.11473	MSTRG.3095
PMZ_0027266	MSTRG.2142	PMZ_0027266	MSTRG.2142
PMZ_0048576	PMZ_0048439	PMZ_0048576	PMZ_0048439
MSTRG.15992	MSTRG.8087	MSTRG.15992	MSTRG.8087
MSTRG.8950	MSTRG.10729	MSTRG.8950	MSTRG.10729
PMZ_0004583	MSTRG.2156	PMZ_0004583	MSTRG.2156
PMZ_0031130	MSTRG.8326	PMZ_0031130	MSTRG.8326
