Ohno1	Ohno2	Symbol1	Symbol2
ENSG00000102003	ENSG00000008282	SYP	SYPL1
ENSG00000119508	ENSG00000153234	NR4A3	NR4A2
ENSG00000248383	ENSG00000118946	PCDHAC1	PCDH17
ENSG00000107338	ENSG00000138606	SHB	SHF
ENSG00000111785	ENSG00000177963	RIC8B	RIC8A
ENSG00000112212	ENSG00000100300	TSPO2	TSPO
ENSG00000054523	ENSG00000129250	KIF1B	KIF1C
ENSG00000143850	ENSG00000166689	PLEKHA6	PLEKHA7
ENSG00000182566	ENSG00000166527	CLEC4G	CLEC4D
ENSG00000133961	ENSG00000105245	NUMB	NUMBL
ENSG00000155508	ENSG00000198791	CNOT8	CNOT7
ENSG00000129680	ENSG00000135525	MAP7D3	MAP7
ENSG00000100393	ENSG00000005339	EP300	CREBBP
ENSG00000128815	ENSG00000163625	WDFY4	WDFY3
ENSG00000177947	ENSG00000177989	ODF3	ODF3B
ENSG00000078369	ENSG00000111664	GNB1	GNB3
ENSG00000004975	ENSG00000107404	DVL2	DVL1
ENSG00000089094	ENSG00000099364	KDM2B	FBXL19
ENSG00000157542	ENSG00000162989	KCNJ6	KCNJ3
ENSG00000169885	ENSG00000175544	CALML6	CABP4
ENSG00000133121	ENSG00000164741	STARD13	DLC1
ENSG00000108312	ENSG00000108064	UBTF	TFAM
ENSG00000101251	ENSG00000071537	SEL1L2	SEL1L
ENSG00000162783	ENSG00000188483	IER5	IER5L
ENSG00000146700	ENSG00000214279	SSC4D	SCART1
ENSG00000123411	ENSG00000161405	IKZF4	IKZF3
ENSG00000103534	ENSG00000141524	TMC5	TMC6
ENSG00000168938	ENSG00000166794	PPIC	PPIB
ENSG00000050820	ENSG00000111859	BCAR1	NEDD9
ENSG00000154380	ENSG00000196405	ENAH	EVL
ENSG00000141052	ENSG00000196588	MYOCD	MRTFA
ENSG00000156232	ENSG00000152409	WHAMM	JMY
ENSG00000184140	ENSG00000175619	OR4F6	OR4B1
ENSG00000052126	ENSG00000105559	PLEKHA5	PLEKHA4
ENSG00000157240	ENSG00000104290	FZD1	FZD3
ENSG00000094963	ENSG00000131781	FMO2	FMO5
ENSG00000284321	ENSG00000207816	MIR124-1	MIR124-2
ENSG00000155875	ENSG00000188659	SAXO1	SAXO2
ENSG00000064042	ENSG00000136153	LIMCH1	LMO7
ENSG00000171314	ENSG00000164708	PGAM1	PGAM2
ENSG00000199179	ENSG00000199072	MIRLET7I	MIRLET7F1
ENSG00000115353	ENSG00000075073	TACR1	TACR2
ENSG00000185651	ENSG00000156587	UBE2L3	UBE2L6
ENSG00000138622	ENSG00000099822	HCN4	HCN2
ENSG00000171954	ENSG00000187048	CYP4F22	CYP4A11
ENSG00000158022	ENSG00000147573	TRIM63	TRIM55
ENSG00000120071	ENSG00000144445	KANSL1	KANSL1L
ENSG00000133812	ENSG00000100241	SBF2	SBF1
ENSG00000145198	ENSG00000158816	VWA5B2	VWA5B1
ENSG00000166862	ENSG00000006116	CACNG2	CACNG3
ENSG00000104964	ENSG00000140332	TLE5	TLE3
ENSG00000123307	ENSG00000171532	NEUROD4	NEUROD2
ENSG00000115221	ENSG00000259207	ITGB6	ITGB3
ENSG00000132819	ENSG00000112183	RBM38	RBM24
ENSG00000132563	ENSG00000165476	REEP2	REEP3
ENSG00000152556	ENSG00000141959	PFKM	PFKL
ENSG00000116329	ENSG00000112038	OPRD1	OPRM1
ENSG00000180053	ENSG00000119919	NKX2-6	NKX2-3
ENSG00000143786	ENSG00000100528	CNIH3	CNIH1
ENSG00000205186	ENSG00000143320	FABP9	CRABP2
ENSG00000171357	ENSG00000153714	LURAP1	LURAP1L
ENSG00000204839	ENSG00000101353	MROH6	MROH8
ENSG00000101255	ENSG00000173334	TRIB3	TRIB1
ENSG00000213928	ENSG00000140968	IRF9	IRF8
ENSG00000178573	ENSG00000204103	MAF	MAFB
ENSG00000119699	ENSG00000105329	TGFB3	TGFB1
ENSG00000179520	ENSG00000091664	SLC17A8	SLC17A6
ENSG00000196411	ENSG00000142627	EPHB4	EPHA2
ENSG00000070371	ENSG00000141367	CLTCL1	CLTC
ENSG00000077984	ENSG00000175315	CST7	CST6
ENSG00000075035	ENSG00000179314	WSCD2	WSCD1
ENSG00000170561	ENSG00000176842	IRX2	IRX5
ENSG00000115592	ENSG00000181929	PRKAG3	PRKAG1
ENSG00000169604	ENSG00000163297	ANTXR1	ANTXR2
ENSG00000095585	ENSG00000043462	BLNK	LCP2
ENSG00000136231	ENSG00000159217	IGF2BP3	IGF2BP1
ENSG00000105223	ENSG00000166428	PLD3	PLD4
ENSG00000116127	ENSG00000154493	ALMS1	C10orf90
ENSG00000186452	ENSG00000165076	TMPRSS12	PRSS37
ENSG00000025039	ENSG00000116954	RRAGD	RRAGC
ENSG00000165194	ENSG00000113209	PCDH19	PCDHB5
ENSG00000089169	ENSG00000149927	RPH3A	DOC2A
ENSG00000105464	ENSG00000273079	GRIN2D	GRIN2B
ENSG00000099204	ENSG00000163995	ABLIM1	ABLIM2
ENSG00000288784	ENSG00000164299	CTAGE4	SPZ1
ENSG00000083642	ENSG00000121892	PDS5B	PDS5A
ENSG00000130590	ENSG00000177570	SAMD10	SAMD12
ENSG00000188820	ENSG00000138172	CALHM6	CALHM2
ENSG00000188822	ENSG00000147262	CNR2	GPR119
ENSG00000183840	ENSG00000101188	GPR39	NTSR1
ENSG00000188822	ENSG00000132975	CNR2	GPR12
ENSG00000116329	ENSG00000125510	OPRD1	OPRL1
ENSG00000005882	ENSG00000152256	PDK2	PDK1
ENSG00000198160	ENSG00000155545	MIER1	MIER3
ENSG00000110906	ENSG00000174943	KCTD10	KCTD13
ENSG00000137936	ENSG00000095370	BCAR3	SH2D3C
ENSG00000104892	ENSG00000256500	KLC3	ENSG00000256500
ENSG00000134668	ENSG00000118482	SPOCD1	PHF3
ENSG00000157617	ENSG00000172375	C2CD2	C2CD2L
ENSG00000042062	ENSG00000039523	RIPOR3	RIPOR1
ENSG00000251322	ENSG00000162105	SHANK3	SHANK2
ENSG00000140968	ENSG00000137265	IRF8	IRF4
ENSG00000142611	ENSG00000085276	PRDM16	MECOM
ENSG00000146676	ENSG00000185129	PURB	PURA
ENSG00000057608	ENSG00000203879	GDI2	GDI1
ENSG00000118246	ENSG00000124279	FASTKD2	FASTKD3
ENSG00000171680	ENSG00000008323	PLEKHG5	PLEKHG6
ENSG00000126214	ENSG00000174996	KLC1	KLC2
ENSG00000108819	ENSG00000158528	PPP1R9B	PPP1R9A
ENSG00000150361	ENSG00000102271	KLHL1	KLHL4
ENSG00000087077	ENSG00000159840	TRIP6	ZYX
ENSG00000187595	ENSG00000161642	ZNF385C	ZNF385A
ENSG00000253598	ENSG00000126903	SLC10A5	SLC10A3
ENSG00000125430	ENSG00000122254	HS3ST3B1	HS3ST2
ENSG00000143479	ENSG00000127334	DYRK3	DYRK2
ENSG00000010278	ENSG00000110651	CD9	CD81
ENSG00000100399	ENSG00000136457	CHADL	CHAD
ENSG00000155850	ENSG00000112053	SLC26A2	SLC26A8
ENSG00000122884	ENSG00000072682	P4HA1	P4HA2
ENSG00000137942	ENSG00000187239	FNBP1L	FNBP1
ENSG00000174136	ENSG00000182175	RGMB	RGMA
ENSG00000174938	ENSG00000100095	SEZ6L2	SEZ6L
ENSG00000126456	ENSG00000140968	IRF3	IRF8
ENSG00000100221	ENSG00000161677	JOSD1	JOSD2
ENSG00000114544	ENSG00000133065	SLC41A3	SLC41A1
ENSG00000158055	ENSG00000134317	GRHL3	GRHL1
ENSG00000175315	ENSG00000113889	CST6	KNG1
ENSG00000128641	ENSG00000166866	MYO1B	MYO1A
ENSG00000121774	ENSG00000112232	KHDRBS1	KHDRBS2
ENSG00000168148	ENSG00000203811	H3-4	H3C14
ENSG00000131626	ENSG00000177380	PPFIA1	PPFIA3
ENSG00000129437	ENSG00000103023	KLK14	PRSS54
ENSG00000184394	ENSG00000254466	OR4N5	OR4D10
ENSG00000058262	ENSG00000065665	SEC61A1	SEC61A2
ENSG00000100596	ENSG00000172296	SPTLC2	SPTLC3
ENSG00000154928	ENSG00000135333	EPHB1	EPHA7
ENSG00000163501	ENSG00000164690	IHH	SHH
ENSG00000168300	ENSG00000203880	PCMTD1	PCMTD2
ENSG00000112081	ENSG00000115875	SRSF3	SRSF7
ENSG00000169641	ENSG00000168386	LUZP1	FILIP1L
ENSG00000102393	ENSG00000198951	GLA	NAGA
ENSG00000104490	ENSG00000116983	NCALD	HPCAL4
ENSG00000145907	ENSG00000138757	G3BP1	G3BP2
ENSG00000182132	ENSG00000185774	KCNIP1	KCNIP4
ENSG00000147113	ENSG00000181744	DIPK2B	DIPK2A
ENSG00000124177	ENSG00000100888	CHD6	CHD8
ENSG00000078043	ENSG00000131788	PIAS2	PIAS3
ENSG00000157985	ENSG00000133612	AGAP1	AGAP3
ENSG00000185963	ENSG00000151746	BICD2	BICD1
ENSG00000117713	ENSG00000049618	ARID1A	ARID1B
ENSG00000111450	ENSG00000099365	STX2	STX1B
ENSG00000153976	ENSG00000122254	HS3ST3A1	HS3ST2
ENSG00000078596	ENSG00000135916	ITM2A	ITM2C
ENSG00000241644	ENSG00000141744	INMT	PNMT
ENSG00000164236	ENSG00000167612	ANKRD33B	ANKRD33
ENSG00000181163	ENSG00000158806	NPM1	NPM2
ENSG00000204308	ENSG00000138942	RNF5	RNF185
ENSG00000069399	ENSG00000146232	BCL3	NFKBIE
ENSG00000100625	ENSG00000170577	SIX4	SIX2
ENSG00000156510	ENSG00000106633	HKDC1	GCK
ENSG00000181061	ENSG00000214511	HIGD1A	HIGD1C
ENSG00000136738	ENSG00000115145	STAM	STAM2
ENSG00000124602	ENSG00000113763	UNC5CL	UNC5A
ENSG00000124279	ENSG00000136270	FASTKD3	TBRG4
ENSG00000131100	ENSG00000250565	ATP6V1E1	ATP6V1E2
ENSG00000204231	ENSG00000186350	RXRB	RXRA
ENSG00000144642	ENSG00000153250	RBMS3	RBMS1
ENSG00000050344	ENSG00000116044	NFE2L3	NFE2L2
ENSG00000143578	ENSG00000060566	CREB3L4	CREB3L3
ENSG00000140262	ENSG00000196628	TCF12	TCF4
ENSG00000161542	ENSG00000141127	PRPSAP1	PRPSAP2
ENSG00000072274	ENSG00000106327	TFRC	TFR2
ENSG00000001036	ENSG00000179163	FUCA2	FUCA1
ENSG00000226742	ENSG00000230989	HSBP1L1	HSBP1
ENSG00000141698	ENSG00000122643	NT5C3B	NT5C3A
ENSG00000064225	ENSG00000126091	ST3GAL6	ST3GAL3
ENSG00000083444	ENSG00000106397	PLOD1	PLOD3
ENSG00000145242	ENSG00000133216	EPHA5	EPHB2
ENSG00000198846	ENSG00000103460	TOX	TOX3
ENSG00000279116	ENSG00000172769	OR8D2	OR5B3
ENSG00000174943	ENSG00000109079	KCTD13	TNFAIP1
ENSG00000049249	ENSG00000101017	TNFRSF9	CD40
ENSG00000104381	ENSG00000124194	GDAP1	GDAP1L1
ENSG00000186329	ENSG00000166927	TMEM212	MS4A7
ENSG00000101448	ENSG00000167642	EPPIN	SPINT2
ENSG00000262576	ENSG00000138650	PCDHGA4	PCDH10
ENSG00000137073	ENSG00000143569	UBAP2	UBAP2L
ENSG00000172493	ENSG00000155966	AFF1	AFF2
ENSG00000067167	ENSG00000065308	TRAM1	TRAM2
ENSG00000206579	ENSG00000260903	XKR4	XKR7
ENSG00000188984	ENSG00000197953	AADACL3	AADACL2
ENSG00000114859	ENSG00000186510	CLCN2	CLCNKA
ENSG00000150527	ENSG00000154305	MIA2	MIA3
ENSG00000059728	ENSG00000119950	MXD1	MXI1
ENSG00000067225	ENSG00000143627	PKM	PKLR
ENSG00000070404	ENSG00000168843	FSTL3	FSTL5
ENSG00000197694	ENSG00000163554	SPTAN1	SPTA1
ENSG00000005379	ENSG00000060709	TSPOAP1	RIMBP2
ENSG00000139624	ENSG00000143418	CERS5	CERS2
ENSG00000135407	ENSG00000127831	AVIL	VIL1
ENSG00000139193	ENSG00000157873	CD27	TNFRSF14
ENSG00000089820	ENSG00000171943	ARHGAP4	SRGAP2C
ENSG00000168135	ENSG00000153822	KCNJ4	KCNJ16
ENSG00000142449	ENSG00000138829	FBN3	FBN2
ENSG00000187742	ENSG00000138593	SECISBP2	SECISBP2L
ENSG00000087274	ENSG00000148700	ADD1	ADD3
ENSG00000138674	ENSG00000075826	SEC31A	SEC31B
ENSG00000112077	ENSG00000140519	RHAG	RHCG
ENSG00000078061	ENSG00000157764	ARAF	BRAF
ENSG00000164107	ENSG00000113196	HAND2	HAND1
ENSG00000170396	ENSG00000186566	ZNF804A	GPATCH8
ENSG00000120742	ENSG00000151778	SERP1	SERP2
ENSG00000107816	ENSG00000061337	LZTS2	LZTS1
ENSG00000160551	ENSG00000135090	TAOK1	TAOK3
ENSG00000213983	ENSG00000166747	AP1G2	AP1G1
ENSG00000134375	ENSG00000126768	TIMM17A	TIMM17B
ENSG00000101017	ENSG00000141655	CD40	TNFRSF11A
ENSG00000203877	ENSG00000147223	RIPPLY2	RIPPLY1
ENSG00000135374	ENSG00000163435	ELF5	ELF3
ENSG00000017483	ENSG00000134294	SLC38A5	SLC38A2
ENSG00000276045	ENSG00000175938	ORAI1	ORAI3
ENSG00000011304	ENSG00000117569	PTBP1	PTBP2
ENSG00000178860	ENSG00000118526	MSC	TCF21
ENSG00000137648	ENSG00000103023	TMPRSS4	PRSS54
ENSG00000105289	ENSG00000119139	TJP3	TJP2
ENSG00000164715	ENSG00000142235	LMTK2	LMTK3
ENSG00000116711	ENSG00000168907	PLA2G4A	PLA2G4F
ENSG00000072422	ENSG00000008853	RHOBTB1	RHOBTB2
ENSG00000127249	ENSG00000159363	ATP13A4	ATP13A2
ENSG00000172782	ENSG00000149485	FADS6	FADS1
ENSG00000130522	ENSG00000177606	JUND	JUN
ENSG00000107833	ENSG00000158806	NPM3	NPM2
ENSG00000115267	ENSG00000107201	IFIH1	RIGI
ENSG00000016082	ENSG00000159556	ISL1	ISL2
ENSG00000135387	ENSG00000110888	CAPRIN1	CAPRIN2
ENSG00000142279	ENSG00000129474	WTIP	AJUBA
ENSG00000185176	ENSG00000178301	AQP12B	AQP11
ENSG00000162728	ENSG00000162989	KCNJ9	KCNJ3
ENSG00000103479	ENSG00000080839	RBL2	RBL1
ENSG00000167791	ENSG00000160014	CABP2	CALM3
ENSG00000118004	ENSG00000185303	COLEC11	SFTPA2
ENSG00000160999	ENSG00000111252	SH2B2	SH2B3
ENSG00000057935	ENSG00000182979	MTA3	MTA1
ENSG00000260458	ENSG00000153822	KCNJ18	KCNJ16
ENSG00000186329	ENSG00000110077	TMEM212	MS4A6A
ENSG00000180340	ENSG00000155760	FZD2	FZD7
ENSG00000189375	ENSG00000148429	TBC1D28	USP6NL
ENSG00000180914	ENSG00000126895	OXTR	AVPR2
ENSG00000108021	ENSG00000163946	TASOR2	TASOR
ENSG00000179776	ENSG00000145526	CDH5	CDH18
ENSG00000271079	ENSG00000154305	CTAGE15	MIA3
ENSG00000186329	ENSG00000204979	TMEM212	MS4A13
ENSG00000095585	ENSG00000152292	BLNK	SH2D6
ENSG00000183018	ENSG00000169682	SPNS2	SPNS1
ENSG00000127863	ENSG00000131080	TNFRSF19	EDA2R
ENSG00000163157	ENSG00000138594	TMOD4	TMOD3
ENSG00000114349	ENSG00000214415	GNAT1	GNAT3
ENSG00000129292	ENSG00000025293	PHF20L1	PHF20
ENSG00000107679	ENSG00000169499	PLEKHA1	PLEKHA2
ENSG00000084676	ENSG00000140396	NCOA1	NCOA2
ENSG00000169495	ENSG00000166033	HTRA4	HTRA1
ENSG00000235194	ENSG00000132825	PPP1R3E	PPP1R3D
ENSG00000136717	ENSG00000110934	BIN1	BIN2
ENSG00000163394	ENSG00000110148	CCKAR	CCKBR
ENSG00000189375	ENSG00000274512	TBC1D28	TBC1D3L
ENSG00000072858	ENSG00000149577	SIDT1	SIDT2
ENSG00000176887	ENSG00000177732	SOX11	SOX12
ENSG00000174197	ENSG00000092607	MGA	TBX15
ENSG00000105048	ENSG00000130595	TNNT1	TNNT3
ENSG00000180304	ENSG00000104904	OAZ2	OAZ1
ENSG00000145920	ENSG00000168993	CPLX2	CPLX1
ENSG00000167791	ENSG00000157782	CABP2	CABP1
ENSG00000156486	ENSG00000124134	KCNS2	KCNS1
ENSG00000084764	ENSG00000166974	MAPRE3	MAPRE2
ENSG00000176406	ENSG00000079841	RIMS2	RIMS1
ENSG00000138379	ENSG00000135414	MSTN	GDF11
ENSG00000146247	ENSG00000165288	PHIP	BRWD3
ENSG00000146374	ENSG00000147655	RSPO3	RSPO2
ENSG00000173530	ENSG00000120949	TNFRSF10D	TNFRSF8
ENSG00000132677	ENSG00000188672	RHBG	RHCE
ENSG00000101210	ENSG00000156508	EEF1A2	EEF1A1
ENSG00000181773	ENSG00000118432	GPR3	CNR1
ENSG00000138119	ENSG00000135636	MYOF	DYSF
ENSG00000137449	ENSG00000113742	CPEB2	CPEB4
ENSG00000158161	ENSG00000112319	EYA3	EYA4
ENSG00000188747	ENSG00000116701	NOXA1	NCF2
ENSG00000102290	ENSG00000184226	PCDH11X	PCDH9
ENSG00000120093	ENSG00000105997	HOXB3	HOXA3
ENSG00000119782	ENSG00000088832	FKBP1B	FKBP1A
ENSG00000101367	ENSG00000166974	MAPRE1	MAPRE2
ENSG00000169750	ENSG00000136238	RAC3	RAC1
ENSG00000198835	ENSG00000176402	GJC2	GJC3
ENSG00000177693	ENSG00000172208	OR4F4	OR4X2
ENSG00000230178	ENSG00000172742	OR4F3	OR4D9
ENSG00000006016	ENSG00000112964	CRLF1	GHR
ENSG00000133710	ENSG00000168843	SPINK5	FSTL5
ENSG00000114268	ENSG00000170525	PFKFB4	PFKFB3
ENSG00000178752	ENSG00000184163	ERFE	C1QTNF12
ENSG00000155592	ENSG00000204532	ZKSCAN2	ZSCAN5C
ENSG00000130762	ENSG00000066248	ARHGEF16	NGEF
ENSG00000106526	ENSG00000115091	ACTR3C	ACTR3
ENSG00000120889	ENSG00000141655	TNFRSF10B	TNFRSF11A
ENSG00000179242	ENSG00000062038	CDH4	CDH3
ENSG00000172548	ENSG00000140157	NIPAL4	NIPA2
ENSG00000198467	ENSG00000140416	TPM2	TPM1
ENSG00000118596	ENSG00000141526	SLC16A7	SLC16A3
ENSG00000175115	ENSG00000179364	PACS1	PACS2
ENSG00000136720	ENSG00000171004	HS6ST1	HS6ST2
ENSG00000131626	ENSG00000143847	PPFIA1	PPFIA4
ENSG00000185518	ENSG00000122012	SV2B	SV2C
ENSG00000139263	ENSG00000198799	LRIG3	LRIG2
ENSG00000203805	ENSG00000147535	PLPP4	PLPP5
ENSG00000104892	ENSG00000126214	KLC3	KLC1
ENSG00000196562	ENSG00000137573	SULF2	SULF1
ENSG00000170873	ENSG00000132613	MTSS1	MTSS2
ENSG00000127720	ENSG00000143303	METTL25	METTL25B
ENSG00000132170	ENSG00000186951	PPARG	PPARA
ENSG00000198846	ENSG00000092203	TOX	TOX4
ENSG00000089041	ENSG00000099957	P2RX7	P2RX6
ENSG00000163630	ENSG00000143028	SYNPR	SYPL2
ENSG00000108798	ENSG00000138443	ABI3	ABI2
ENSG00000121104	ENSG00000106415	FAM117A	GLCCI1
ENSG00000140968	ENSG00000128604	IRF8	IRF5
ENSG00000136861	ENSG00000178104	CDK5RAP2	PDE4DIP
ENSG00000108852	ENSG00000105926	MPP2	PALS2
ENSG00000087510	ENSG00000137203	TFAP2C	TFAP2A
ENSG00000135472	ENSG00000135926	FAIM2	TMBIM1
ENSG00000113504	ENSG00000124140	SLC12A7	SLC12A5
ENSG00000132677	ENSG00000112077	RHBG	RHAG
ENSG00000138696	ENSG00000107779	BMPR1B	BMPR1A
ENSG00000143815	ENSG00000149809	LBR	TM7SF2
ENSG00000100156	ENSG00000141526	SLC16A8	SLC16A3
ENSG00000073712	ENSG00000149781	FERMT2	FERMT3
ENSG00000207562	ENSG00000284357	MIR34C	MIR34A
ENSG00000155592	ENSG00000197213	ZKSCAN2	ZSCAN5B
ENSG00000118922	ENSG00000171872	KLF12	KLF17
ENSG00000107566	ENSG00000147475	ERLIN1	ERLIN2
ENSG00000004939	ENSG00000114923	SLC4A1	SLC4A3
ENSG00000156103	ENSG00000125966	MMP16	MMP24
ENSG00000149654	ENSG00000113361	CDH22	CDH6
ENSG00000103942	ENSG00000152413	HOMER2	HOMER1
ENSG00000106070	ENSG00000141738	GRB10	GRB7
ENSG00000173889	ENSG00000134686	PHC3	PHC2
ENSG00000172995	ENSG00000179912	ARPP21	R3HDM2
ENSG00000167741	ENSG00000100121	GGT6	GGTLC2
ENSG00000101400	ENSG00000168807	SNTA1	SNTB2
ENSG00000112584	ENSG00000048828	FAM120B	FAM120A
ENSG00000174521	ENSG00000162222	TTC9B	TTC9C
ENSG00000076770	ENSG00000139793	MBNL3	MBNL2
ENSG00000140623	ENSG00000100167	SEPTIN12	SEPTIN3
ENSG00000089820	ENSG00000266028	ARHGAP4	SRGAP2
ENSG00000105205	ENSG00000275572	CLC	GRIFIN
ENSG00000160216	ENSG00000026652	AGPAT3	AGPAT4
ENSG00000100345	ENSG00000105357	MYH9	MYH14
ENSG00000067840	ENSG00000165966	PDZD4	PDZRN4
ENSG00000166573	ENSG00000128310	GALR1	GALR3
ENSG00000141644	ENSG00000230522	MBD1	MBD3L2
ENSG00000088247	ENSG00000107164	KHSRP	FUBP3
ENSG00000206560	ENSG00000065413	ANKRD28	ANKRD44
ENSG00000186111	ENSG00000143398	PIP5K1C	PIP5K1A
ENSG00000196208	ENSG00000141449	GREB1	GREB1L
ENSG00000028137	ENSG00000111321	TNFRSF1B	LTBR
ENSG00000072832	ENSG00000113657	CRMP1	DPYSL3
ENSG00000188425	ENSG00000188613	NANOS2	NANOS1
ENSG00000160991	ENSG00000175938	ORAI2	ORAI3
ENSG00000179912	ENSG00000048991	R3HDM2	R3HDM1
ENSG00000158161	ENSG00000104313	EYA3	EYA1
ENSG00000101134	ENSG00000206052	DOK5	DOK6
ENSG00000175745	ENSG00000185551	NR2F1	NR2F2
ENSG00000151704	ENSG00000177807	KCNJ1	KCNJ10
ENSG00000143515	ENSG00000130270	ATP8B2	ATP8B3
ENSG00000168067	ENSG00000104814	MAP4K2	MAP4K1
ENSG00000144362	ENSG00000173868	PHOSPHO2	PHOSPHO1
ENSG00000185507	ENSG00000137265	IRF7	IRF4
ENSG00000168843	ENSG00000163430	FSTL5	FSTL1
ENSG00000138834	ENSG00000008294	MAPK8IP3	SPAG9
ENSG00000170745	ENSG00000124134	KCNS3	KCNS1
ENSG00000152380	ENSG00000162391	FAM151B	FAM151A
ENSG00000111897	ENSG00000132824	SERINC1	SERINC3
ENSG00000024422	ENSG00000013016	EHD2	EHD3
ENSG00000135679	ENSG00000198625	MDM2	MDM4
ENSG00000154319	ENSG00000183615	FAM167A	FAM167B
ENSG00000082212	ENSG00000065833	ME2	ME1
ENSG00000106635	ENSG00000099385	BCL7B	BCL7C
ENSG00000277258	ENSG00000269897	PCGF2	COMMD3-BMI1
ENSG00000157542	ENSG00000120457	KCNJ6	KCNJ5
ENSG00000106328	ENSG00000186765	FSCN3	FSCN2
ENSG00000168884	ENSG00000050730	TNIP2	TNIP3
ENSG00000164841	ENSG00000125895	TMEM74	TMEM74B
ENSG00000188385	ENSG00000176049	JAKMIP3	JAKMIP2
ENSG00000170113	ENSG00000163293	NIPA1	NIPAL1
ENSG00000172320	ENSG00000169214	OR5A1	OR6F1
ENSG00000125347	ENSG00000168310	IRF1	IRF2
ENSG00000204961	ENSG00000189184	PCDHA9	PCDH18
ENSG00000129467	ENSG00000121281	ADCY4	ADCY7
ENSG00000123405	ENSG00000082641	NFE2	NFE2L1
ENSG00000156510	ENSG00000159399	HKDC1	HK2
ENSG00000165724	ENSG00000166343	ZMYND19	MSS51
ENSG00000138767	ENSG00000113300	CNOT6L	CNOT6
ENSG00000160404	ENSG00000186283	TOR2A	TOR3A
ENSG00000136636	ENSG00000160410	KCTD3	SHKBP1
ENSG00000115520	ENSG00000135469	COQ10B	COQ10A
ENSG00000275832	ENSG00000107863	ARHGAP23	ARHGAP21
ENSG00000135439	ENSG00000157985	AGAP2	AGAP1
ENSG00000131788	ENSG00000105229	PIAS3	PIAS4
ENSG00000128203	ENSG00000174939	ASPHD2	ASPHD1
ENSG00000147509	ENSG00000171700	RGS20	RGS19
ENSG00000160113	ENSG00000185551	NR2F6	NR2F2
ENSG00000197724	ENSG00000172943	PHF2	PHF8
ENSG00000136732	ENSG00000154529	GYPC	CNTNAP3B
ENSG00000101773	ENSG00000130701	RBBP8	RBBP8NL
ENSG00000130037	ENSG00000104848	KCNA5	KCNA7
ENSG00000164451	ENSG00000183128	CALHM4	CALHM3
ENSG00000143847	ENSG00000139220	PPFIA4	PPFIA2
ENSG00000065923	ENSG00000198689	SLC9A7	SLC9A6
ENSG00000245848	ENSG00000172216	CEBPA	CEBPB
ENSG00000250506	ENSG00000123374	CDK3	CDK2
ENSG00000167968	ENSG00000163687	DNASE1L2	DNASE1L3
ENSG00000142627	ENSG00000182580	EPHA2	EPHB3
ENSG00000136295	ENSG00000141540	TTYH3	TTYH2
ENSG00000006377	ENSG00000108813	DLX6	DLX4
ENSG00000132514	ENSG00000166523	CLEC10A	CLEC4E
